[170.48],['1700571659']
[171.02],['1700571659']
[170.9],['1700571659']
[170.72],['1700571659']
[170.76],['1700571659']
[170.58],['1700571659']
[170.49],['1700571659']
[170.26],['1700571659']
[170.25],['1700571659']
[170.2],['1700571659']
[170.43],['1700571659']
[170.4],['1700571660']
[170.48],['1700571660']
[170.6],['1700571660']
[170.66],['1700571660']
[170.11],['1700571660']
[169.62],['1700571660']
[169.17],['1700571660']
[168.89],['1700571660']
[167.81],['1700571660']
[166.05],['1700571660']
[163.01],['1700571660']
[160.9],['1700571660']
[157.37],['1700571660']
[152.85],['1700571660']
[151.43],['1700571660']
[148.06],['1700571661']
[143.22],['1700571661']
[139.44],['1700571661']
[133.29],['1700571661']
[129.15],['1700571661']
[130.37],['1700571661']
[127.22],['1700571661']
[123.88],['1700571661']
[119.76],['1700571661']
[115.37],['1700571661']
[112.56],['1700571661']
[111.72],['1700571661']
[110.29],['1700571661']
[110.28],['1700571661']
[107.62],['1700571661']
[104.86],['1700571662']
[101.89],['1700571662']
[98.91],['1700571662']
[95.43],['1700571662']
[93.38],['1700571662']
[91.62],['1700571662']
[91.76],['1700571662']
[90.51],['1700571662']
[89.24],['1700571662']
[89.02],['1700571662']
[88.92],['1700571662']
[88.42],['1700571662']
[87.82],['1700571662']
[87.75],['1700571662']
[87.61],['1700571662']
[87.68],['1700571663']
[87.81],['1700571663']
[87.93],['1700571663']
[88.],['1700571663']
[88.08],['1700571663']
[88.09],['1700571663']
[88.12],['1700571663']
[88.35],['1700571663']
[88.38],['1700571663']
[88.49],['1700571663']
[88.81],['1700571663']
[88.88],['1700571663']
[88.94],['1700571663']
[88.9],['1700571663']
[88.77],['1700571663']
[88.65],['1700571664']
[88.64],['1700571664']
[88.76],['1700571664']
[88.77],['1700571664']
[88.74],['1700571664']
[88.8],['1700571664']
[88.68],['1700571664']
[88.69],['1700571664']
[88.71],['1700571664']
[88.46],['1700571664']
[88.35],['1700571664']
[88.29],['1700571664']
[87.93],['1700571664']
[87.67],['1700571664']
[87.64],['1700571664']
[87.22],['1700571665']
[86.07],['1700571665']
[83.63],['1700571665']
[75.35],['1700571665']
[69.34],['1700571665']
[64.28],['1700571665']
[61.29],['1700571665']
[58.85],['1700571665']
[54.06],['1700571665']
[50.46],['1700571665']
[47.58],['1700571665']
[44.89],['1700571665']
[44.51],['1700571665']
[42.7],['1700571665']
[41.98],['1700571665']
[41.68],['1700571666']
[41.19],['1700571666']
[41.12],['1700571666']
[41.51],['1700571666']
[41.87],['1700571666']
[42.06],['1700571666']
[42.26],['1700571666']
[42.34],['1700571666']
[42.48],['1700571666']
[42.62],['1700571666']
[42.66],['1700571666']
[42.93],['1700571666']
[43.4],['1700571666']
[45.27],['1700571666']
[46.4],['1700571666']
[49.91],['1700571667']
[51.09],['1700571667']
[52.99],['1700571667']
[55.15],['1700571667']
[57.01],['1700571667']
[58.07],['1700571667']
[58.93],['1700571667']
[59.83],['1700571667']
[61.86],['1700571667']
[65.25],['1700571667']
[68.19],['1700571667']
[69.65],['1700571667']
[70.16],['1700571667']
[69.76],['1700571667']
[70.8],['1700571667']
[71.61],['1700571668']
[71.82],['1700571668']
[72.84],['1700571668']
[74.3],['1700571668']
[74.87],['1700571668']
[75.41],['1700571668']
[75.86],['1700571668']
[76.13],['1700571668']
[76.37],['1700571668']
[76.6],['1700571668']
[77.03],['1700571668']
[77.69],['1700571668']
[77.83],['1700571668']
[78.35],['1700571668']
[79.05],['1700571668']
[78.88],['1700571669']
[78.84],['1700571669']
[79.17],['1700571669']
[80.26],['1700571669']
[80.64],['1700571669']
[80.58],['1700571669']
[80.66],['1700571669']
[80.85],['1700571669']
[81.21],['1700571669']
[81.82],['1700571669']
[83.47],['1700571669']
[83.71],['1700571669']
[85.26],['1700571669']
[85.84],['1700571669']
[86.21],['1700571669']
[86.66],['1700571670']
[87.28],['1700571670']
[87.62],['1700571670']
