Sample,EIMMagnitude,EIMPhase,JointAngle,Mass,Time
1,146.887,30.9259,0,0,1699450270
1,64.5552,40.4013,0,0,1699450270
1,61.4988,37.6951,0,0,1699450270
1,81.4451,45.0009,0,0,1699450270
1,68.8215,45.7766,0,0,1699450270
1,74.2599,48.5131,0,0,1699450270
1,44.9686,36.7383,0,0,1699450270
1,44.497,42.381,0,0,1699450270
1,74.4019,32.0054,0,0,1699450270
1,75.6582,21.837,0,0,1699450270
1,185.25,25.1753,0,0,1699450270
1,54.5198,34.5117,0,0,1699450270
1,41.9211,17.5699,0,0,1699450270
1,34.5891,31.2671,0,0,1699450270
1,71.9465,55.0637,0,0,1699450270
1,55.902,35.6893,0,0,1699450270
1,84.0182,32.6242,0,0,1699450270
1,70.3149,36.8448,0,0,1699450270
1,60.1989,34.2548,0,0,1699450270
1,53.0175,49.4792,0,0,1699450270
1,59.481,24.3816,0,0,1699450270
1,56.4118,30.2746,0,0,1699450270
1,67.3733,23.4968,0,0,1699450270
1,59.8681,43.7075,0,0,1699450270
1,62.4929,20.9437,0,0,1699450270
1,56.5013,29.0342,0,0,1699450270
1,74.4064,26.1227,0,0,1699450270
1,60.4438,30.378,0,0,1699450270
1,78.0708,32.5358,0,0,1699450270
1,96.1067,34.0442,0,0,1699450270
1,72.8334,33.2243,0,0,1699450270
1,62.4669,39.4917,0,0,1699450270
1,67.5032,37.4848,0,0,1699450270
1,48.0462,21.803,0,0,1699450270
1,84.5175,38.9549,0,0,1699450270
1,107.429,42.163,0,0,1699450270
1,38.8259,67.0665,0,0,1699450270
1,93.7307,58.0257,0,0,1699450270
1,94.038,32.4243,0,0,1699450270
1,83.4968,26.1722,0,0,1699450270
1,51.6685,35.1163,0,0,1699450270
1,84.6767,7.26914,0,0,1699450270
1,50.9658,43.7141,0,0,1699450270
1,75.9846,25.4417,0,0,1699450270
1,130.571,85.0859,0,0,1699450270
1,93.0467,20.2483,0,0,1699450270
1,45.4666,2.72425,0,0,1699450270
1,70.0153,44.2931,0,0,1699450270
1,89.8798,42.3972,0,0,1699450270
1,54.6875,32.9261,0,0,1699450270
1,50.4117,39.5692,0,0,1699450270
1,45.907,36.5329,0,0,1699450270
1,71.4323,7.02483,0,0,1699450270
1,37.0025,31.4345,0,0,1699450270
1,157.431,16.8484,0,0,1699450270
1,62.2781,15.1142,0,0,1699450270
1,72.1746,35.7412,0,0,1699450270
1,62.5252,30.8497,0,0,1699450270
1,44.7854,24.9177,0,0,1699450270
1,58.7137,40.9264,0,0,1699450270
1,70.469,16.7583,0,0,1699450270
1,84.3579,28.3873,0,0,1699450270
1,69.1172,38.9699,0,0,1699450270
1,69.579,24.4769,0,0,1699450270
1,65.8205,37.1259,0,0,1699450270
1,62.9729,9.97925,0,0,1699450270
1,60.5101,15.9108,0,0,1699450270
1,44.9552,60.4752,0,0,1699450270
1,83.9351,23.9488,0,0,1699450270
1,68.9601,17.1349,0,0,1699450270
1,56.8124,42.453,0,0,1699450270
1,61.6503,33.1256,0,0,1699450270
1,86.0443,22.2675,0,0,1699450270
1,54.6026,36.7581,0,0,1699450270
1,49.0918,27.86,0,0,1699450270
1,271.883,35.5018,0,0,1699450270
1,57.4697,21.7366,0,0,1699450270
1,63.4305,14.7608,0,0,1699450270
1,51.0608,28.7219,0,0,1699450270
1,77.7279,32.9616,0,0,1699450270
1,43.3422,106.573,0,0,1699450270
1,88.3606,51.4017,0,0,1699450270
1,108.267,0.379245,0,0,1699450270
1,41.6469,41.54,0,0,1699450270
1,69.3611,34.5092,0,0,1699450270
1,56.1594,39.5969,0,0,1699450270
1,148.866,37.6393,0,0,1699450270
1,65.1032,29.5275,0,0,1699450270
1,57.9124,38.8459,0,0,1699450270
1,71.4343,42.3707,0,0,1699450270
1,61.4571,36.0882,0,0,1699450270
1,70.6466,32.1874,0,0,1699450270
1,71.4945,50.4006,0,0,1699450270
1,51.5304,34.0244,0,0,1699450270
1,58.2732,35.3305,0,0,1699450270
1,42.7687,36.0009,0,0,1699450270
1,60.8321,48.8024,0,0,1699450270
1,51.4207,4.38177,0,0,1699450270
1,85.788,34.8207,0,0,1699450270
1,57.4009,30.0808,0,0,1699450270
1,69.6417,37.9474,0,0,1699450270
1,55.6118,38.3447,0,0,1699450270
1,47.1592,36.1461,0,0,1699450270
1,80.9299,26.4428,0,0,1699450270
1,78.606,33.472,0,0,1699450271
1,69.7033,40.6812,0,0,1699450271
1,59.6485,21.0484,0,0,1699450271
1,59.7155,25.2984,0,0,1699450271
1,57.2352,0.00318916,0,0,1699450271
1,65.714,14.093,0,0,1699450271
1,6.5017,51.0004,0,0,1699450271
1,57.1705,54.1062,0,0,1699450271
1,221.789,77.7951,0,0,1699450271
1,101.463,101.183,0,0,1699450271
1,6.86612,108.443,0,0,1699450271
1,123.101,157.032,0,0,1699450271
1,63.1073,43.3931,0,0,1699450271
1,89.2102,14.023,0,0,1699450271
1,67.1371,33.0276,0,0,1699450271
1,60.1638,52.6737,0,0,1699450271
1,55.3791,27.1762,0,0,1699450271
1,66.9105,36.0467,0,0,1699450271
1,83.0404,20.8056,0,0,1699450271
1,62.8713,31.1176,0,0,1699450271
1,61.1956,41.5964,0,0,1699450271
1,63.1345,42.0808,0,0,1699450271
1,64.944,50.7516,0,0,1699450271
1,76.8945,20.2351,0,0,1699450271
1,68.6769,27.9966,0,0,1699450271
1,70.0985,43.6541,0,0,1699450271
1,86.9486,35.6726,0,0,1699450271
1,47.0537,22.3316,0,0,1699450271
1,26.1493,31.2397,0,0,1699450271
1,62.5793,21.2007,0,0,1699450271
1,60.7068,37.3273,0,0,1699450271
1,62.307,37.4211,0,0,1699450271
1,83.9532,58.3059,0,0,1699450271
1,41.7598,22.5745,0,0,1699450271
1,51.4412,28.144,0,0,1699450271
1,111.628,40.5559,0,0,1699450271
1,43.6292,33.6027,0,0,1699450271
1,49.0703,36.6441,0,0,1699450271
1,72.7106,23.1961,0,0,1699450271
1,41.578,41.2745,0,0,1699450271
1,86.7041,76.2598,0,0,1699450271
1,58.4539,45.2773,0,0,1699450271
1,60.6607,32.5027,0,0,1699450271
1,75.3729,26.9147,0,0,1699450271
1,66.5874,35.714,0,0,1699450271
1,67.0328,36.4123,0,0,1699450271
1,56.1293,22.0588,0,0,1699450271
