[170.97],['1700576099']
[170.99],['1700576099']
[171.06],['1700576099']
[171.17],['1700576099']
[171.3],['1700576099']
[171.34],['1700576099']
[171.51],['1700576099']
[171.51],['1700576099']
[171.57],['1700576099']
[171.56],['1700576099']
[171.72],['1700576099']
[171.73],['1700576099']
[171.75],['1700576099']
[171.84],['1700576100']
[171.88],['1700576100']
[171.84],['1700576100']
[172.],['1700576100']
[172.99],['1700576100']
[175.4],['1700576100']
[177.47],['1700576100']
[179.86],['1700576100']
[177.02],['1700576100']
[171.13],['1700576100']
[168.71],['1700576100']
[170.1],['1700576100']
[168.09],['1700576100']
[165.29],['1700576100']
[163.87],['1700576100']
[163.34],['1700576101']
[159.49],['1700576101']
[154.21],['1700576101']
[150.37],['1700576101']
[147.21],['1700576101']
[144.02],['1700576101']
[142.98],['1700576101']
[144.5],['1700576101']
[142.27],['1700576101']
[136.99],['1700576101']
[134.04],['1700576101']
[129.15],['1700576101']
[124.25],['1700576101']
[116.96],['1700576101']
[111.47],['1700576101']
[103.18],['1700576102']
[98.69],['1700576102']
[95.46],['1700576102']
[92.95],['1700576102']
[85.95],['1700576102']
[82.],['1700576102']
[75.83],['1700576102']
[72.1],['1700576102']
[65.49],['1700576102']
[62.04],['1700576102']
[59.39],['1700576102']
[53.73],['1700576102']
[48.03],['1700576102']
[47.93],['1700576102']
[45.34],['1700576102']
[44.21],['1700576103']
[43.47],['1700576103']
[42.4],['1700576103']
[42.7],['1700576103']
[42.74],['1700576103']
[41.5],['1700576103']
[41.69],['1700576103']
[40.91],['1700576103']
[39.96],['1700576103']
[39.03],['1700576103']
[38.17],['1700576103']
[36.21],['1700576103']
[33.82],['1700576103']
[31.59],['1700576103']
[31.61],['1700576103']
[31.42],['1700576104']
[30.86],['1700576104']
[30.69],['1700576104']
[30.84],['1700576104']
[31.03],['1700576104']
[31.38],['1700576104']
[33.46],['1700576104']
[35.47],['1700576104']
[35.52],['1700576104']
[35.02],['1700576104']
[34.84],['1700576104']
[34.9],['1700576104']
[34.97],['1700576104']
[35.27],['1700576104']
[35.41],['1700576104']
[35.46],['1700576105']
[35.63],['1700576105']
[36.9],['1700576105']
[38.67],['1700576105']
[40.05],['1700576105']
[42.22],['1700576105']
[45.45],['1700576105']
[47.86],['1700576105']
[48.39],['1700576105']
[49.03],['1700576105']
[48.69],['1700576105']
[48.18],['1700576105']
[48.48],['1700576105']
[50.33],['1700576105']
[51.38],['1700576105']
[57.51],['1700576106']
[69.75],['1700576106']
[79.14],['1700576106']
[86.59],['1700576106']
[89.74],['1700576106']
[94.65],['1700576106']
[96.34],['1700576106']
[103.39],['1700576106']
[107.58],['1700576106']
[111.14],['1700576106']
[114.89],['1700576106']
[118.96],['1700576106']
[119.94],['1700576106']
[125.39],['1700576106']
[127.34],['1700576106']
[128.29],['1700576107']
[132.51],['1700576107']
[135.33],['1700576107']
[134.37],['1700576107']
[134.08],['1700576107']
[136.74],['1700576107']
[137.94],['1700576107']
[140.87],['1700576107']
[145.34],['1700576107']
[148.06],['1700576107']
[150.76],['1700576107']
[154.08],['1700576107']
[157.06],['1700576107']
[158.06],['1700576107']
[162.39],['1700576107']
[161.26],['1700576108']
[163.43],['1700576108']
[165.34],['1700576108']
[167.04],['1700576108']
[169.01],['1700576108']
[170.84],['1700576108']
[172.23],['1700576108']
[174.04],['1700576108']
[175.41],['1700576108']
[176.41],['1700576108']
[177.21],['1700576108']
[177.64],['1700576108']
[178.89],['1700576108']
[179.27],['1700576108']
[177.54],['1700576108']
[176.86],['1700576109']
[176.24],['1700576109']
[175.81],['1700576109']
[175.2],['1700576109']
[174.18],['1700576109']
[174.01],['1700576109']
[173.54],['1700576109']
[173.05],['1700576109']
[172.59],['1700576109']
[172.45],['1700576109']
[172.32],['1700576109']
[171.76],['1700576109']
[171.38],['1700576109']
[171.19],['1700576109']
