[135.64],['1700566560']
[135.84],['1700566560']
[136.],['1700566560']
[136.21],['1700566560']
[136.21],['1700566560']
[136.2],['1700566560']
[136.34],['1700566560']
[136.28],['1700566561']
[136.33],['1700566561']
[136.32],['1700566561']
[136.33],['1700566561']
[136.42],['1700566561']
[136.46],['1700566561']
[136.53],['1700566561']
[136.22],['1700566561']
[136.35],['1700566561']
[136.52],['1700566561']
[136.55],['1700566561']
[136.58],['1700566561']
[136.59],['1700566561']
[136.39],['1700566561']
[136.57],['1700566561']
[136.63],['1700566562']
[136.61],['1700566562']
[136.62],['1700566562']
[136.6],['1700566562']
[136.64],['1700566562']
[136.58],['1700566562']
[136.64],['1700566562']
[136.58],['1700566562']
[135.96],['1700566562']
[136.],['1700566562']
[135.97],['1700566562']
[135.99],['1700566562']
[135.91],['1700566562']
[135.96],['1700566562']
[136.06],['1700566562']
[135.98],['1700566562']
[136.01],['1700566563']
[135.95],['1700566563']
[135.68],['1700566563']
[135.71],['1700566563']
[135.55],['1700566563']
[135.7],['1700566563']
[135.64],['1700566563']
[135.73],['1700566563']
[135.69],['1700566563']
[135.85],['1700566563']
[135.73],['1700566563']
[135.43],['1700566563']
[135.32],['1700566563']
[135.52],['1700566563']
[135.55],['1700566563']
[135.77],['1700566564']
[135.7],['1700566564']
[135.63],['1700566564']
[135.44],['1700566564']
[135.34],['1700566564']
[135.59],['1700566564']
[135.58],['1700566564']
[135.53],['1700566564']
[135.46],['1700566564']
[135.46],['1700566564']
[135.31],['1700566564']
[135.13],['1700566564']
[135.16],['1700566564']
[135.17],['1700566564']
[135.07],['1700566565']
[134.94],['1700566565']
[134.76],['1700566565']
[134.64],['1700566565']
[134.58],['1700566565']
[134.63],['1700566565']
[134.75],['1700566565']
[134.73],['1700566565']
[134.62],['1700566565']
[134.63],['1700566565']
[134.63],['1700566565']
[134.63],['1700566565']
[134.66],['1700566565']
[134.64],['1700566565']
[134.89],['1700566565']
[134.86],['1700566565']
[135.04],['1700566566']
[135.11],['1700566566']
[134.98],['1700566566']
[134.96],['1700566566']
[134.97],['1700566566']
[134.99],['1700566566']
[135.1],['1700566566']
[135.44],['1700566566']
[135.51],['1700566566']
[135.5],['1700566566']
[135.5],['1700566566']
[135.26],['1700566566']
[135.25],['1700566566']
[135.22],['1700566566']
[135.11],['1700566567']
[135.14],['1700566567']
[135.3],['1700566567']
[135.32],['1700566567']
[135.3],['1700566567']
[135.2],['1700566567']
[135.21],['1700566567']
[135.14],['1700566567']
[134.88],['1700566567']
[134.84],['1700566567']
[134.77],['1700566567']
[134.69],['1700566567']
[134.7],['1700566567']
[134.7],['1700566567']
[134.79],['1700566567']
[134.82],['1700566567']
[134.88],['1700566568']
[134.92],['1700566568']
[134.96],['1700566568']
[135.16],['1700566568']
[135.11],['1700566568']
