2023-12-15 19:14:12,306 INFO    Thread-631 (_run_job):23164 [wandb_setup.py:_flush():76] Current SDK version is 0.16.1
2023-12-15 19:14:12,307 INFO    Thread-631 (_run_job):23164 [wandb_setup.py:_flush():76] Configure stats pid to 23164
2023-12-15 19:14:12,307 INFO    Thread-631 (_run_job):23164 [wandb_setup.py:_flush():76] Loading settings from C:\Users\Simons Lenovo\.config\wandb\settings
2023-12-15 19:14:12,307 INFO    Thread-631 (_run_job):23164 [wandb_setup.py:_flush():76] Loading settings from c:\Users\Simons Lenovo\Documents\GitHub\MUSE\Code\GRU_network\wandb\settings
2023-12-15 19:14:12,307 INFO    Thread-631 (_run_job):23164 [wandb_setup.py:_flush():76] Loading settings from environment variables: {'entity': 'simoncv', 'project': 'sweeps-test', 'notebook_name': 'C:/Users/Simons Lenovo/Documents/GitHub/MUSE/Code/GRU_network/network.ipynb', 'root_dir': 'c:\\Users\\Simons Lenovo\\Documents\\GitHub\\MUSE\\Code\\GRU_network', 'run_id': '3xsqkndm', 'sweep_param_path': 'c:\\Users\\Simons Lenovo\\Documents\\GitHub\\MUSE\\Code\\GRU_network\\wandb\\sweep-whviwuhg\\config-3xsqkndm.yaml', 'sweep_id': 'whviwuhg'}
2023-12-15 19:14:12,316 INFO    Thread-631 (_run_job):23164 [wandb_setup.py:_flush():76] Applying setup settings: {'_disable_service': False}
2023-12-15 19:14:12,316 INFO    Thread-631 (_run_job):23164 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program': '<python with no main file>'}
2023-12-15 19:14:12,317 INFO    Thread-631 (_run_job):23164 [wandb_init.py:_log_setup():524] Logging user logs to c:\Users\Simons Lenovo\Documents\GitHub\MUSE\Code\GRU_network\wandb\run-20231215_191412-3xsqkndm\logs\debug.log
2023-12-15 19:14:12,317 INFO    Thread-631 (_run_job):23164 [wandb_init.py:_log_setup():525] Logging internal logs to c:\Users\Simons Lenovo\Documents\GitHub\MUSE\Code\GRU_network\wandb\run-20231215_191412-3xsqkndm\logs\debug-internal.log
2023-12-15 19:14:12,317 INFO    Thread-631 (_run_job):23164 [wandb_init.py:_jupyter_setup():470] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x00000220171611D0>
2023-12-15 19:14:12,317 INFO    Thread-631 (_run_job):23164 [wandb_init.py:init():564] calling init triggers
2023-12-15 19:14:12,317 INFO    Thread-631 (_run_job):23164 [wandb_init.py:init():571] wandb.init called with sweep_config: {'batch_size': 152, 'epochs': 10, 'learning_rate': 0.09994907410700908, 'optimizer': 'rmsprop'}
config: {'epochs': 10, 'batch_size': 128, 'weight_decay': 0.0005, 'learning_rate': 0.001, 'activation': 'relu', 'optimizer': 'adam', 'fc_layer_size1': 32, 'fc_layer_size2': 64, 'dropout': 0.2, 'reccurent_dropout': 0.4, 'kernel_regularizer': 0.01, 'momentum': 0.9, 'seed': 42}
2023-12-15 19:14:12,317 INFO    Thread-631 (_run_job):23164 [wandb_init.py:init():614] starting backend
2023-12-15 19:14:12,317 INFO    Thread-631 (_run_job):23164 [wandb_init.py:init():618] setting up manager
2023-12-15 19:14:12,326 INFO    Thread-631 (_run_job):23164 [backend.py:_multiprocessing_setup():105] multiprocessing start_methods=spawn, using: spawn
2023-12-15 19:14:12,330 INFO    Thread-631 (_run_job):23164 [wandb_init.py:init():624] backend started and connected
2023-12-15 19:14:12,352 INFO    Thread-631 (_run_job):23164 [wandb_run.py:_config_callback():1342] config_cb None None {'batch_size': 152, 'epochs': 10, 'learning_rate': 0.09994907410700908, 'optimizer': 'rmsprop'}
2023-12-15 19:14:12,353 INFO    Thread-631 (_run_job):23164 [wandb_run.py:_label_probe_notebook():1294] probe notebook
2023-12-15 19:14:12,354 INFO    Thread-631 (_run_job):23164 [wandb_init.py:init():716] updated telemetry
2023-12-15 19:14:12,402 INFO    Thread-631 (_run_job):23164 [wandb_init.py:init():749] communicating run to backend with 90.0 second timeout
2023-12-15 19:14:13,134 INFO    Thread-631 (_run_job):23164 [wandb_run.py:_on_init():2254] communicating current version
2023-12-15 19:14:13,586 INFO    Thread-631 (_run_job):23164 [wandb_run.py:_on_init():2263] got version response 
2023-12-15 19:14:13,586 INFO    Thread-631 (_run_job):23164 [wandb_init.py:init():800] starting run threads in backend
2023-12-15 19:14:13,800 INFO    Thread-631 (_run_job):23164 [wandb_run.py:_console_start():2233] atexit reg
2023-12-15 19:14:13,800 INFO    Thread-631 (_run_job):23164 [wandb_run.py:_redirect():2088] redirect: wrap_raw
2023-12-15 19:14:13,800 INFO    Thread-631 (_run_job):23164 [wandb_run.py:_redirect():2153] Wrapping output streams.
2023-12-15 19:14:13,800 INFO    Thread-631 (_run_job):23164 [wandb_run.py:_redirect():2178] Redirects installed.
2023-12-15 19:14:13,803 INFO    Thread-631 (_run_job):23164 [wandb_init.py:init():841] run started, returning control to user process
