2023-12-15 19:17:48,168 INFO    Thread-631 (_run_job):23164 [wandb_run.py:_finish():1962] finishing run simoncv/sweeps-test/3xsqkndm
2023-12-15 19:17:48,169 INFO    Thread-631 (_run_job):23164 [jupyter.py:save_history():445] not saving jupyter history
2023-12-15 19:17:48,169 INFO    Thread-631 (_run_job):23164 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-12-15 19:17:48,169 INFO    Thread-631 (_run_job):23164 [wandb_init.py:_jupyter_teardown():452] cleaning up jupyter logic
2023-12-15 19:17:48,169 INFO    Thread-631 (_run_job):23164 [wandb_run.py:_atexit_cleanup():2202] got exitcode: 0
2023-12-15 19:17:48,169 INFO    Thread-631 (_run_job):23164 [wandb_run.py:_restore():2185] restore
2023-12-15 19:17:48,170 INFO    Thread-631 (_run_job):23164 [wandb_run.py:_restore():2191] restore done
2023-12-15 19:17:53,116 INFO    Thread-631 (_run_job):23164 [wandb_run.py:_footer_history_summary_info():3837] rendering history
2023-12-15 19:17:53,116 INFO    Thread-631 (_run_job):23164 [wandb_run.py:_footer_history_summary_info():3869] rendering summary
2023-12-15 19:17:53,121 INFO    Thread-631 (_run_job):23164 [wandb_run.py:_footer_sync_info():3796] logging synced files
