Sample,EIMMagnitude,EIMPhase,JointAngle,Mass
5,0.213204,,33.574,
5,0.212058,,34.4743,
5,0.210662,,35.3389,
5,0.209025,,36.1678,
5,0.207161,,36.9618,
5,0.205085,,37.7228,
5,0.202815,,38.4531,
5,0.200371,,39.1559,
5,0.197771,,39.8344,
5,0.195038,,40.492,
5,0.192193,,41.1321,
5,0.189258,,41.7574,
5,0.186255,,42.3703,
5,0.183206,,42.9726,
5,0.180131,,43.5653,
5,0.177051,,44.1486,
5,0.173984,,44.7217,
5,0.170947,,45.2834,
5,0.167954,,45.8316,
5,0.165019,,46.3639,
5,0.16215,,46.8773,
5,0.159356,,47.369,
5,0.15664,,47.8359,
5,0.154008,,48.2749,
5,0.151459,,48.6835,
5,0.148994,,49.0595,
5,0.146615,,49.401,
5,0.144321,,49.707,
5,0.142115,,49.9771,
5,0.140001,,50.2114,
5,0.137986,,50.4111,
5,0.13608,,50.5776,
5,0.134296,,50.7132,
5,0.132649,,50.8204,
5,0.131158,,50.9021,
5,0.129845,,50.9614,
5,0.128733,,51.0012,
5,0.127845,,51.0248,
5,0.127207,,51.0349,
5,0.126842,,51.0344,
5,0.126775,,51.0256,
5,0.127026,,51.0109,
5,0.127615,,50.992,
5,0.128562,,50.9707,
5,0.12988,,50.9481,
5,0.131586,,50.9254,
5,0.133689,,50.9034,
5,0.1362,,50.8827,
5,0.139127,,50.8637,
5,0.142477,,50.8465,
5,0.146252,,50.8315,
5,0.150455,,50.8185,
5,0.155083,,50.8076,
5,0.160128,,50.7985,
5,0.165577,,50.7913,
5,0.17141,,50.7856,
5,0.177599,,50.7813,
5,0.184106,,50.7782,
5,0.190882,,50.7761,
5,0.19787,,50.7748,
5,0.204999,,50.7743,
5,0.212191,,50.7743,
5,0.219359,,50.7746,
5,0.226408,,50.7753,
5,0.233242,,50.7761,
5,0.239762,,50.7771,
5,0.245874,,50.7782,
5,0.251491,,50.7792,
5,0.256534,,50.7802,
5,0.260941,,50.7812,
5,0.264664,,50.7821,
5,0.267677,,50.7829,
5,0.269973,,50.7836,
5,0.271566,,50.7842,
5,0.272491,,50.7847,
5,0.272804,,50.7851,
5,0.272577,,50.7854,
5,0.271897,,50.7857,
5,0.270864,,50.7859,
5,0.269586,,50.786,
5,0.268177,,50.7861,
5,0.266753,,50.7862,
5,0.265431,,50.7862,
5,0.264322,,50.7862,
5,0.263537,,50.7861,
5,0.263178,,50.7861,
5,0.26334,,50.786,
5,0.264111,,50.786,
5,0.265568,,50.7859,
5,0.26778,,50.7859,
5,0.270802,,50.7858,
5,0.27468,,50.7858,
5,0.279441,,50.7858,
5,0.2851,,50.7858,
5,0.291651,,50.7858,
5,0.29907,,50.7859,
5,0.307313,,50.786,
5,0.316313,,50.7862,
5,0.325981,,50.7864,
5,0.336209,,50.7866,
5,0.346868,,50.7869,
5,0.357815,,50.7873,
5,0.368894,,50.7877,
5,0.37994,,50.7882,
5,0.390789,,50.7888,
5,0.401276,,50.7894,
5,0.411248,,50.79,
5,0.420564,,50.7906,
5,0.429101,,50.7912,
5,0.436757,,50.7918,
5,0.443457,,50.7922,
5,0.449148,,50.7926,
5,0.453803,,50.7927,
5,0.457419,,50.7926,
5,0.460016,,50.7922,
5,0.461631,,50.7913,
5,0.462314,,50.7899,
5,0.462129,,50.7878,
5,0.461141,,50.785,
5,0.459421,,50.7813,
5,0.457033,,50.7766,
5,0.454039,,50.7709,
5,0.450489,,50.7639,
5,0.446423,,50.7558,
5,0.44187,,50.7463,
5,0.436847,,50.7357,
5,0.431356,,50.7239,
5,0.425393,,50.7111,
5,0.418942,,50.6977,
5,0.411984,,50.684,
5,0.404497,,50.6706,
5,0.396459,,50.6581,
5,0.387852,,50.6475,
5,0.378666,,50.6398,
5,0.368901,,50.6362,
5,0.358569,,50.6383,
5,0.347698,,50.6476,
5,0.33633,,50.666,
5,0.324522,,50.6952,
5,0.312347,,50.7373,
5,0.299891,,50.7941,
5,0.287248,,50.8675,
5,0.274523,,50.9591,
5,0.261822,,51.0701,
5,0.249253,,51.2015,
5,0.23692,,51.3533,
5,0.22492,,51.5253,
5,0.213339,,51.7162,
5,0.202253,,51.924,
5,0.191721,,52.1461,
5,0.181788,,52.3789,
5,0.172482,,52.6183,
5,0.163815,,52.8601,
5,0.155788,,53.0995,
5,0.148385,,53.3321,
5,0.141581,,53.554,
5,0.135342,,53.7616,
5,0.129625,,53.9522,
5,0.124384,,54.1237,
5,0.11957,,54.2751,
5,0.115131,,54.4059,
5,0.111015,,54.5164,
5,0.107172,,54.6074,
5,0.103555,,54.6802,
5,0.100117,,54.7364,
5,0.0968157,,54.7779,
5,0.0936127,,54.8066,
5,0.0904735,,54.8245,
5,0.0873682,,54.8335,
5,0.0842719,,54.8355,
5,0.0811648,,54.8321,
5,0.0780323,,54.825,
5,0.0748657,,54.8153,
5,0.0716615,,54.8044,
5,0.0684218,,54.7931,
5,0.0651536,,54.7823,
5,0.0618683,,54.7726,
5,0.0585816,,54.7646,
5,0.0553119,,54.7586,
5,0.0520799,,54.7548,
5,0.0489074,,54.7534,
5,0.0458164,,54.7544,
5,0.0428281,,54.7578,
5,0.0399622,,54.7633,
5,0.0372357,,54.7707,
5,0.0346628,,54.7795,
5,0.0322544,,54.7893,
5,0.0300176,,54.7993,
5,0.027956,,54.8089,
5,0.0260697,,54.8169,
5,0.0243556,,54.8225,
5,0.0228078,,54.8243,
5,0.0214178,,54.821,
5,0.0201756,,54.8112,
5,0.0190697,,54.7934,
5,0.0180877,,54.766,
5,0.0172169,,54.7273,
5,0.0164447,,54.6759,
5,0.0157589,,54.6101,
5,0.0151478,,54.5288,
5,0.014601,,54.4306,
5,0.0141089,,54.3145,
5,0.013663,,54.1796,
5,0.0132562,,54.0252,
5,0.0128825,,53.8505,
5,0.0125371,,53.6547,
5,0.0122161,,53.4369,
5,0.011917,,53.1957,
5,0.0116379,,52.9294,
5,0.0113777,,52.6358,
5,0.0111364,,52.3122,
5,0.0109144,,51.9555,
5,0.0107125,,51.5625,
5,0.0105324,,51.13,
5,0.0103759,,50.6552,
5,0.0102452,,50.136,
5,0.010143,,49.5713,
5,0.010072,,48.9611,
6,0.0100351,,48.3071,
6,0.0100354,,47.6123,
6,0.0100759,,46.881,
6,0.0101595,,46.1191,
6,0.0102891,,45.3332,
6,0.0104671,,44.5308,
6,0.0106956,,43.7198,
6,0.0109761,,42.9083,
6,0.0113095,,42.1041,
6,0.0116958,,41.3149,
6,0.0121343,,40.5478,
6,0.0126229,,39.8094,
6,0.0131588,,39.1054,
6,0.0137378,,38.4412,
6,0.0143545,,37.8211,
6,0.0150022,,37.2488,
6,0.0156732,,36.7272,
6,0.0163586,,36.2581,
6,0.0170484,,35.8426,
6,0.0177318,,35.4807,
6,0.0183974,,35.1715,
6,0.0190331,,34.9132,
6,0.0196269,,34.703,
6,0.0201667,,34.5376,
6,0.020641,,34.4129,
6,0.021039,,34.3245,
6,0.0213508,,34.2675,
6,0.0215682,,34.237,
6,0.0216846,,34.2278,
6,0.0216952,,34.2347,
6,0.0215976,,34.2527,
6,0.0213916,,34.2767,
6,0.0210792,,34.3017,
6,0.0206651,,34.3231,
6,0.0201558,,34.3361,
6,0.0195603,,34.3362,
6,0.0188889,,34.3193,
6,0.0181538,,34.2813,
6,0.0173678,,34.2185,
6,0.0165447,,34.1277,
6,0.0156981,,34.0059,
6,0.0148416,,33.8508,
6,0.0139881,,33.6609,
6,0.0131493,,33.4353,
6,0.0123356,,33.174,
6,0.011556,,32.8777,
6,0.0108176,,32.548,
6,0.0101258,,32.1875,
6,0.00948398,,31.7994,
6,0.00889414,,31.3873,
6,0.00835654,,30.9555,
6,0.00787012,,30.5085,
6,0.00743269,,30.0512,
6,0.00704118,,29.5883,
6,0.00669193,,29.1243,
6,0.00638088,,28.6638,
6,0.00610382,,28.2109,
6,0.00585663,,27.769,
6,0.00563538,,27.3411,
6,0.00543648,,26.9296,
6,0.00525677,,26.5361,
6,0.00509355,,26.1615,
6,0.00494463,,25.806,
6,0.00480826,,25.4692,
6,0.00468311,,25.1503,
6,0.00456823,,24.8479,
6,0.00446297,,24.5609,
6,0.0043669,,24.2878,
6,0.00427973,,24.0276,
6,0.00420128,,23.7797,
6,0.00413137,,23.5438,
6,0.00406981,,23.3202,
6,0.00401634,,23.1094,
6,0.00397061,,22.9123,
6,0.0039322,,22.7298,
6,0.00390056,,22.563,
6,0.00387508,,22.4126,
6,0.00385506,,22.2791,
6,0.00383979,,22.1626,
6,0.0038285,,22.0628,
6,0.00382048,,21.9793,
6,0.00381503,,21.9111,
6,0.00381153,,21.8571,
6,0.00380944,,21.8158,
6,0.00380832,,21.786,
6,0.00380785,,21.7659,
6,0.00380778,,21.7541,
6,0.003808,,21.7492,
6,0.00380845,,21.7497,
6,0.00380915,,21.7544,
6,0.00381017,,21.7621,
6,0.00381158,,21.7719,
6,0.00381347,,21.7829,
6,0.00381591,,21.7946,
6,0.00381893,,21.8062,
6,0.00382252,,21.8175,
6,0.00382661,,21.8282,
6,0.00383108,,21.8379,
6,0.00383577,,21.8466,
6,0.00384047,,21.8543,
6,0.00384496,,21.8609,
6,0.00384902,,21.8664,
6,0.00385243,,21.871,
6,0.003855,,21.8746,
6,0.00385657,,21.8775,
7,0.0513433,,21.9241,
7,0.0531265,,22.0888,
7,0.0550886,,22.2933,
7,0.0572294,,22.5403,
7,0.0595456,,22.8318,
7,0.06203,,23.169,
7,0.0646715,,23.5516,
7,0.0674542,,23.978,
7,0.0703573,,24.4452,
7,0.0733554,,24.949,
7,0.0764181,,25.4837,
7,0.0795111,,26.0423,
7,0.0825963,,26.6173,
7,0.085633,,27.2001,
7,0.0885789,,27.782,
7,0.0913915,,28.3542,
7,0.0940296,,28.9082,
7,0.0964544,,29.4356,
7,0.0986318,,29.9291,
7,0.100533,,30.382,
7,0.102137,,30.7886,
7,0.103432,,31.1441,
7,0.104413,,31.4449,
7,0.10509,,31.6881,
7,0.105481,,31.8718,
7,0.105617,,31.995,
7,0.105541,,32.0571,
7,0.105306,,32.0583,
7,0.104978,,31.9992,
7,0.104631,,31.8811,
7,0.104348,,31.7056,
7,0.104219,,31.475,
7,0.104339,,31.192,
7,0.104804,,30.86,
7,0.105711,,30.4832,
7,0.107151,,30.0659,
7,0.109211,,29.6135,
7,0.111966,,29.1313,
8,0.111966,,29.1313,
8,0.115479,,28.6253,
8,0.119797,,28.1015,
8,0.124947,,27.5659,
8,0.130935,,27.0248,
8,0.137746,,26.4841,
8,0.14534,,25.9494,
8,0.153655,,25.4262,
8,0.162604,,24.9197,
8,0.172083,,24.4346,
8,0.181967,,23.9751,
8,0.192119,,23.545,
8,0.202391,,23.1476,
8,0.212633,,22.7857,
8,0.222692,,22.4616,
8,0.232423,,22.1769,
8,0.241692,,21.9333,
8,0.250379,,21.7317,
8,0.258385,,21.5733,
8,0.265634,,21.4589,
8,0.272071,,21.3898,
8,0.277668,,21.3672,
8,0.28242,,21.3928,
8,0.286346,,21.4686,
8,0.289481,,21.5968,
8,0.291879,,21.78,
8,0.293604,,22.0212,
8,0.294727,,22.3233,
8,0.29532,,22.6894,
8,0.295455,,23.1225,
8,0.295195,,23.6255,
8,0.294598,,24.2008,
8,0.293706,,24.8504,
8,0.292552,,25.5757,
8,0.291155,,26.377,
8,0.289523,,27.2537,
8,0.287651,,28.2035,
8,0.285531,,29.223,
8,0.283146,,30.3068,
8,0.28048,,31.4482,
8,0.277516,,32.6387,
8,0.274243,,33.8683,
8,0.270654,,35.1259,
8,0.266753,,36.3994,
8,0.262551,,37.6761,
8,0.258069,,38.9427,
8,0.253336,,40.1862,
8,0.248391,,41.3936,
8,0.243276,,42.5525,
8,0.238039,,43.6508,
8,0.23273,,44.6774,
8,0.227397,,45.6213,
8,0.222086,,46.4725,
8,0.216837,,47.2212,
8,0.211684,,47.8578,
8,0.206654,,48.3729,
8,0.201766,,48.7577,
8,0.197029,,49.003,
8,0.192447,,49.1007,
8,0.188017,,49.0427,
8,0.18373,,48.8223,
8,0.179575,,48.4339,
8,0.175538,,47.8738,
8,0.171609,,47.1405,
8,0.167775,,46.2353,
8,0.16403,,45.1627,
8,0.160373,,43.9309,
8,0.156806,,42.5518,
8,0.153339,,41.041,
8,0.149986,,39.4175,
8,0.146768,,37.7035,
8,0.143708,,35.9232,
8,0.140833,,34.102,
8,0.13817,,32.266,
8,0.135747,,30.4403,
8,0.13359,,28.6489,
8,0.131723,,26.9132,
8,0.130163,,25.2523,
8,0.128923,,23.6818,
8,0.12801,,22.2141,
8,0.127424,,20.858,
8,0.127157,,19.619,
8,0.127198,,18.4991,
8,0.127526,,17.4975,
8,0.128118,,16.6105,
8,0.128944,,15.832,
8,0.129973,,15.1541,
8,0.13117,,14.5672,
8,0.132502,,14.0609,
8,0.133934,,13.624,
8,0.135431,,13.2456,
8,0.136963,,12.915,
8,0.138502,,12.6224,
8,0.140022,,12.3591,
8,0.141504,,12.118,
8,0.14293,,11.8934,
8,0.144289,,11.6813,
8,0.145575,,11.4793,
8,0.146785,,11.2864,
8,0.147919,,11.1025,
8,0.148985,,10.9287,
8,0.14999,,10.7665,
8,0.150945,,10.6177,
8,0.151863,,10.484,
8,0.152758,,10.3673,
8,0.153642,,10.2691,
8,0.154526,,10.1909,
8,0.155421,,10.1337,
8,0.156331,,10.0984,
8,0.157259,,10.0856,
8,0.158201,,10.0958,
8,0.159148,,10.1291,
8,0.160087,,10.1854,
8,0.161,,10.2645,
8,0.161862,,10.3657,
8,0.162649,,10.488,
8,0.163332,,10.63,
8,0.163883,,10.7897,
8,0.164276,,10.9649,
8,0.164489,,11.1527,
8,0.164504,,11.3497,
8,0.164312,,11.5524,
8,0.163914,,11.757,
8,0.163318,,11.9598,
8,0.162546,,12.1572,
8,0.161629,,12.346,
8,0.160609,,12.5236,
8,0.159536,,12.6879,
8,0.158469,,12.8376,
8,0.157469,,12.9719,
8,0.156603,,13.0906,
8,0.155936,,13.1942,
8,0.155528,,13.2835,
8,0.155433,,13.3593,
8,0.155698,,13.423,
8,0.156354,,13.4757,
8,0.15742,,13.5187,
8,0.158901,,13.5528,
8,0.160784,,13.5787,
8,0.163038,,13.5969,
8,0.165618,,13.6073,
8,0.168466,,13.6095,
8,0.171507,,13.6024,
8,0.174658,,13.5849,
8,0.17783,,13.555,
8,0.18093,,13.5107,
8,0.183862,,13.4496,
8,0.186539,,13.3689,
8,0.188879,,13.266,
8,0.190814,,13.1383,
8,0.192288,,12.9834,
8,0.193267,,12.7996,
8,0.193735,,12.5857,
8,0.193699,,12.3414,
8,0.193185,,12.0678,
8,0.192242,,11.7671,
8,0.190939,,11.4432,
8,0.189358,,11.1016,
8,0.187597,,10.7492,
8,0.18576,,10.3946,
8,0.183955,,10.0479,
8,0.182289,,9.7201,
8,0.180862,,9.42313,
8,0.17976,,9.16923,
8,0.179056,,8.97057,
8,0.178804,,8.83872,
8,0.179036,,8.78413,
8,0.179759,,8.8156,
8,0.18096,,8.93972,
8,0.182604,,9.16046,
8,0.184635,,9.47868,
8,0.18698,,9.89181,
8,0.189554,,10.3936,
8,0.192261,,10.9741,
8,0.195003,,11.6194,
8,0.19768,,12.3124,
8,0.200195,,13.0328,
8,0.202461,,13.7579,
8,0.204401,,14.4639,
