Sample,EIMMagnitude,EIMPhase,JointAngle,Mass
30,0.0260263,,24.0922,
30,0.0259025,,23.7631,
30,0.0258695,,23.4559,
30,0.0259025,,23.1727,
30,0.0259757,,22.9152,
30,0.0260633,,22.6842,
30,0.0261405,,22.4804,
30,0.0261843,,22.3035,
30,0.026174,,22.153,
30,0.026092,,22.0276,
30,0.0259242,,21.9257,
30,0.02566,,21.8453,
30,0.0252928,,21.7843,
30,0.02482,,21.7402,
30,0.0242426,,21.7109,
30,0.0235653,,21.6938,
30,0.022796,,21.6868,
30,0.0219453,,21.6878,
30,0.0210261,,21.6949,
30,0.0200529,,21.7065,
30,0.0190416,,21.7211,
30,0.0180084,,21.7375,
30,0.0169693,,21.7548,
30,0.0159399,,21.7721,
30,0.0149347,,21.7888,
30,0.0139668,,21.8045,
30,0.0130472,,21.8189,
30,0.0121852,,21.8318,
30,0.011388,,21.8431,
30,0.0106603,,21.8529,
30,0.0100051,,21.8611,
30,0.00942307,,21.8679,
30,0.00891337,,21.8733,
30,0.00847345,,21.8775,
30,0.00809952,,21.8807,
30,0.00778673,,21.883,
30,0.00752951,,21.8845,
30,0.00732183,,21.8854,
30,0.00715741,,21.8858,
30,0.00703002,,21.8858,
30,0.0069336,,21.8855,
30,0.00686249,,21.885,
30,0.00681157,,21.8843,
30,0.00677631,,21.8836,
30,0.00675294,,21.8828,
30,0.00673846,,21.882,
30,0.00673074,,21.8812,
31,0.207861,,26.9043,
31,0.215527,,28.1247,
31,0.223402,,29.3645,
31,0.231467,,30.6025,
31,0.239697,,31.8175,
31,0.248065,,32.9898,
31,0.256542,,34.102,
31,0.265098,,35.1399,
31,0.273704,,36.0923,
31,0.282332,,36.9515,
31,0.290957,,37.7122,
31,0.299561,,38.3715,
31,0.308127,,38.9272,
31,0.316646,,39.3779,
31,0.325113,,39.7217,
31,0.333529,,39.9557,
31,0.341899,,40.0762,
31,0.350229,,40.0778,
31,0.358527,,39.9542,
31,0.3668,,39.6979,
31,0.375053,,39.3006,
31,0.383283,,38.754,
31,0.391486,,38.0501,
31,0.399647,,37.1815,
31,0.407744,,36.1427,
31,0.415749,,34.9303,
31,0.423625,,33.5435,
31,0.431329,,31.9847,
31,0.438813,,30.2597,
31,0.446029,,28.378,
31,0.452924,,26.3527,
31,0.459453,,24.2004,
31,0.465572,,21.9406,
31,0.471245,,19.5958,
31,0.476445,,17.1903,
31,0.481155,,14.7499,
31,0.485369,,12.301,
31,0.489093,,9.86997,
31,0.492343,,7.48224,
31,0.495145,,5.16179,
31,0.497535,,2.93042,
31,0.499553,,0.807222,
31,0.501245,,-1.19188,
31,0.502658,,-3.05445,
31,0.503841,,-4.77166,
31,0.504836,,-6.33844,
31,0.505686,,-7.75338,
31,0.506425,,-9.01858,
31,0.507081,,-10.1395,
31,0.507676,,-11.1244,
31,0.508224,,-11.9843,
31,0.508736,,-12.7322,
31,0.509214,,-13.3824,
31,0.509659,,-13.9502,
31,0.51007,,-14.451,
31,0.510446,,-14.8997,
31,0.510789,,-15.3107,
31,0.511105,,-15.6965,
31,0.511406,,-16.0685,
31,0.511708,,-16.4359,
31,0.512037,,-16.806,
31,0.512427,,-17.1844,
31,0.512916,,-17.5749,
31,0.513549,,-17.9796,
31,0.514373,,-18.3993,
31,0.515438,,-18.8339,
31,0.51679,,-19.2819,
31,0.518471,,-19.7413,
31,0.520514,,-20.2097,
31,0.522942,,-20.684,
31,0.525763,,-21.1609,
31,0.528971,,-21.6369,
31,0.532544,,-22.1087,
31,0.536443,,-22.5725,
31,0.540614,,-23.025,
31,0.544992,,-23.4627,
31,0.549501,,-23.8823,
31,0.554059,,-24.281,
31,0.558584,,-24.6559,
31,0.562997,,-25.0044,
31,0.567227,,-25.3245,
31,0.571216,,-25.6145,
31,0.574923,,-25.873,
31,0.578323,,-26.0994,
31,0.581414,,-26.2933,
31,0.584214,,-26.4549,
31,0.58676,,-26.5846,
31,0.589107,,-26.6831,
31,0.591324,,-26.7515,
31,0.59349,,-26.7907,
31,0.59569,,-26.8018,
31,0.59801,,-26.7859,
31,0.600529,,-26.7438,
31,0.603321,,-26.6767,
31,0.606443,,-26.5854,
31,0.609937,,-26.4711,
31,0.613824,,-26.3347,
31,0.618105,,-26.1774,
31,0.622756,,-26.0007,
31,0.627732,,-25.8061,
31,0.632964,,-25.595,
32,0.632964,,-25.595,
32,0.638365,,-25.3692,
32,0.643829,,-25.1304,
32,0.649236,,-24.8799,
32,0.654455,,-24.619,
32,0.659348,,-24.3484,
32,0.663777,,-24.0687,
32,0.667605,,-23.7797,
32,0.670703,,-23.4814,
32,0.672954,,-23.1732,
32,0.674257,,-22.8547,
32,0.674529,,-22.5257,
32,0.673713,,-22.1862,
32,0.671771,,-21.8364,
32,0.668694,,-21.4773,
32,0.664495,,-21.1101,
32,0.659213,,-20.7363,
32,0.652905,,-20.3579,
32,0.64565,,-19.9772,
32,0.637538,,-19.5964,
32,0.628672,,-19.2182,
32,0.619161,,-18.8453,
32,0.609113,,-18.4806,
32,0.598636,,-18.127,
32,0.587832,,-17.7877,
32,0.576792,,-17.4657,
32,0.565598,,-17.1637,
32,0.554319,,-16.8844,
32,0.543009,,-16.6296,
32,0.531714,,-16.4009,
32,0.520464,,-16.199,
32,0.509285,,-16.0239,
32,0.49819,,-15.8751,
32,0.487193,,-15.7515,
32,0.4763,,-15.6514,
32,0.465521,,-15.5731,
32,0.454864,,-15.5141,
32,0.444343,,-15.4723,
32,0.433973,,-15.4453,
32,0.423774,,-15.4308,
32,0.413768,,-15.4266,
32,0.403983,,-15.4308,
32,0.394446,,-15.4415,
32,0.385186,,-15.4573,
32,0.37623,,-15.4768,
32,0.367606,,-15.4989,
32,0.359337,,-15.5228,
32,0.351441,,-15.5479,
32,0.343934,,-15.5735,
32,0.336827,,-15.5993,
32,0.330126,,-15.6249,
32,0.323832,,-15.6501,
32,0.317943,,-15.6746,
32,0.312455,,-15.698,
32,0.307359,,-15.7201,
32,0.302649,,-15.7403,
32,0.298313,,-15.758,
32,0.294345,,-15.7724,
32,0.290736,,-15.7825,
32,0.287482,,-15.7873,
32,0.28458,,-15.7853,
32,0.282031,,-15.7751,
32,0.279841,,-15.7551,
32,0.27802,,-15.7235,
32,0.276581,,-15.6785,
32,0.275546,,-15.6183,
32,0.27494,,-15.5412,
32,0.274795,,-15.4457,
32,0.275147,,-15.3304,
32,0.276037,,-15.1946,
32,0.277511,,-15.0376,
32,0.279618,,-14.8595,
32,0.282406,,-14.6606,
32,0.285925,,-14.442,
32,0.290222,,-14.205,
32,0.295339,,-13.9511,
32,0.301315,,-13.6823,
32,0.308177,,-13.4005,
32,0.315944,,-13.1075,
32,0.324626,,-12.805,
32,0.334218,,-12.4947,
32,0.344707,,-12.1778,
32,0.356064,,-11.8556,
32,0.368254,,-11.5292,
32,0.381228,,-11.1993,
32,0.394934,,-10.8669,
32,0.409311,,-10.5325,
32,0.424297,,-10.1966,
32,0.439825,,-9.85977,
32,0.455832,,-9.52247,
32,0.472253,,-9.18533,
32,0.489026,,-8.84931,
32,0.506092,,-8.51591,
32,0.52339,,-8.18732,
32,0.540862,,-7.86661,
32,0.558447,,-7.55786,
32,0.576083,,-7.26618,
32,0.5937,,-6.99767,
32,0.611224,,-6.75928,
32,0.628573,,-6.55855,
32,0.645655,,-6.40334,
32,0.662372,,-6.30148,
32,0.678617,,-6.26044,
32,0.694278,,-6.28701,
32,0.709237,,-6.38701,
32,0.723375,,-6.56499,
32,0.736572,,-6.82404,
32,0.748714,,-7.1656,
32,0.759688,,-7.58926,
32,0.769392,,-8.09276,
32,0.77773,,-8.67188,
32,0.784618,,-9.32054,
32,0.789981,,-10.0308,
32,0.793756,,-10.7932,
32,0.795891,,-11.5968,
32,0.796343,,-12.4294,
32,0.795081,,-13.278,
32,0.792083,,-14.1292,
32,0.787339,,-14.9694,
32,0.780849,,-15.7854,
32,0.772624,,-16.5647,
32,0.762689,,-17.2959,
32,0.751084,,-17.9691,
32,0.737861,,-18.5761,
32,0.723091,,-19.1107,
32,0.706862,,-19.5686,
32,0.68928,,-19.9477,
32,0.670466,,-20.2475,
32,0.650561,,-20.4697,
32,0.629719,,-20.6174,
32,0.608107,,-20.6951,
32,0.585904,,-20.7085,
32,0.563294,,-20.6645,
32,0.540464,,-20.5705,
32,0.517603,,-20.4345,
32,0.494893,,-20.265,
32,0.472509,,-20.0703,
32,0.450613,,-19.8587,
32,0.429355,,-19.6381,
32,0.408866,,-19.4156,
32,0.389257,,-19.1977,
32,0.37062,,-18.9898,
32,0.353026,,-18.7961,
32,0.336523,,-18.62,
32,0.321141,,-18.4638,
32,0.306887,,-18.3288,
32,0.293752,,-18.2156,
32,0.281707,,-18.1242,
32,0.270712,,-18.0538,
32,0.260711,,-18.0035,
32,0.251639,,-17.9718,
32,0.243421,,-17.9571,
32,0.235977,,-17.9577,
32,0.229222,,-17.9719,
32,0.223069,,-17.9976,
32,0.217433,,-18.0328,
32,0.212226,,-18.0756,
32,0.20737,,-18.1235,
32,0.202787,,-18.1743,
32,0.19841,,-18.2251,
32,0.194177,,-18.2731,
32,0.190039,,-18.3149,
32,0.185956,,-18.3466,
32,0.1819,,-18.3641,
32,0.177857,,-18.3628,
32,0.173822,,-18.3376,
32,0.169802,,-18.283,
32,0.165819,,-18.1936,
32,0.161898,,-18.0635,
32,0.158077,,-17.8871,
32,0.154397,,-17.6591,
32,0.150904,,-17.3749,
32,0.147642,,-17.0308,
32,0.144656,,-16.6243,
32,0.141988,,-16.1543,
32,0.139671,,-15.6216,
32,0.137732,,-15.029,
32,0.13619,,-14.3813,
32,0.135054,,-13.6851,
32,0.134324,,-12.9489,
32,0.133989,,-12.1829,
32,0.134033,,-11.3981,
32,0.13443,,-10.6063,
32,0.135151,,-9.81938,
32,0.136162,,-9.04878,
32,0.137428,,-8.305,
32,0.138912,,-7.59712,
32,0.14058,,-6.93246,
32,0.142401,,-6.31634,
32,0.144346,,-5.75197,
32,0.146393,,-5.24046,
32,0.14852,,-4.78102,
32,0.150715,,-4.37119,
32,0.152967,,-4.0072,
32,0.15527,,-3.68429,
32,0.157621,,-3.39714,
32,0.160021,,-3.14016,
32,0.162471,,-2.90779,
32,0.164975,,-2.69471,
32,0.167539,,-2.49595,
32,0.170166,,-2.30696,
32,0.172862,,-2.12352,
32,0.175632,,-1.94169,
32,0.17848,,-1.7576,
32,0.181411,,-1.56742,
32,0.18443,,-1.36719,
32,0.187539,,-1.15284,
32,0.190744,,-0.920205,
32,0.194047,,-0.665113,
32,0.197452,,-0.38356,
32,0.200962,,-0.0718737,
32,0.204581,,0.273076,
32,0.208309,,0.653689,
32,0.21215,,1.07147,
32,0.216103,,1.52689,
32,0.220166,,2.01938,
32,0.224337,,2.54728,
32,0.22861,,3.10792,
32,0.232976,,3.69774,
32,0.237425,,4.3124,
32,0.241941,,4.94696,
32,0.246507,,5.59602,
32,0.251102,,6.25388,
32,0.255702,,6.91473,
32,0.260279,,7.57276,
32,0.264804,,8.22233,
32,0.269247,,8.85818,
32,0.273575,,9.47551,
32,0.277758,,10.0701,
32,0.281768,,10.6386,
32,0.285575,,11.178,
32,0.28916,,11.6864,
32,0.292502,,12.1624,
32,0.295591,,12.6052,
32,0.298422,,13.0145,
32,0.300996,,13.3905,
32,0.303323,,13.7338,
32,0.305419,,14.0455,
32,0.307306,,14.327,
32,0.309013,,14.58,
32,0.310572,,14.8064,
32,0.312018,,15.0083,
32,0.313386,,15.1877,
32,0.314714,,15.3463,
32,0.316033,,15.4855,
32,0.317375,,15.6059,
32,0.318764,,15.7074,
32,0.320222,,15.7891,
32,0.321761,,15.8486,
32,0.323392,,15.8828,
32,0.325118,,15.8869,
32,0.326939,,15.8552,
32,0.328851,,15.7805,
32,0.330851,,15.6548,
32,0.332935,,15.4693,
32,0.335099,,15.2143,
32,0.337344,,14.8804,
32,0.339674,,14.4581,
32,0.3421,,13.9387,
32,0.344633,,13.3148,
32,0.347293,,12.581,
32,0.350102,,11.7337,
32,0.353084,,10.7723,
32,0.356266,,9.69909,
32,0.359673,,8.51932,
32,0.36333,,7.24136,
32,0.367257,,5.8763,
32,0.371469,,4.43764,
32,0.375976,,2.94065,
32,0.380781,,1.40183,
32,0.385879,,-0.161793,
32,0.391257,,-1.73331,
32,0.396897,,-3.29649,
32,0.402771,,-4.83633,
32,0.408849,,-6.33941,
32,0.415093,,-7.79417,
32,0.421465,,-9.19109,
32,0.427923,,-10.5227,
32,0.434427,,-11.7836,
32,0.440934,,-12.9703,
32,0.447405,,-14.0808,
32,0.453804,,-15.1148,
32,0.460095,,-16.0733,
32,0.466246,,-16.958,
32,0.472225,,-17.7715,
32,0.478003,,-18.5171,
32,0.483547,,-19.1979,
32,0.488823,,-19.8174,
32,0.493792,,-20.379,
32,0.498411,,-20.8858,
32,0.502628,,-21.3405,
32,0.506382,,-21.7454,
32,0.509605,,-22.1025,
32,0.512221,,-22.4133,
32,0.514146,,-22.6789,
32,0.515294,,-22.9002,
32,0.515576,,-23.078,
32,0.514907,,-23.2133,
32,0.51321,,-23.3068,
32,0.510419,,-23.3598,
32,0.506488,,-23.3736,
32,0.501391,,-23.35,
32,0.495131,,-23.2911,
32,0.487739,,-23.1994,
32,0.479278,,-23.0778,
32,0.469845,,-22.9299,
32,0.459568,,-22.7594,
32,0.448607,,-22.5708,
32,0.437147,,-22.3687,
32,0.425396,,-22.1578,
32,0.41358,,-21.9433,
32,0.401933,,-21.7297,
32,0.390697,,-21.5217,
32,0.380107,,-21.3232,
32,0.370392,,-21.1374,
32,0.361766,,-20.9671,
32,0.354422,,-20.814,
32,0.348526,,-20.6794,
32,0.34422,,-20.5635,
32,0.341612,,-20.4663,
32,0.340777,,-20.3871,
32,0.341757,,-20.3248,
32,0.344561,,-20.2781,
32,0.349161,,-20.2455,
32,0.355499,,-20.2254,
32,0.363486,,-20.2161,
32,0.373002,,-20.2161,
32,0.383899,,-20.2238,
32,0.396005,,-20.2377,
32,0.409125,,-20.2565,
32,0.423043,,-20.2789,
32,0.437528,,-20.3037,
32,0.452335,,-20.3296,
32,0.467211,,-20.3556,
32,0.481896,,-20.3804,
32,0.496131,,-20.4029,
32,0.509661,,-20.4216,
32,0.522239,,-20.4351,
32,0.533634,,-20.442,
32,0.543634,,-20.4405,
32,0.552048,,-20.4288,
32,0.558718,,-20.4051,
32,0.563514,,-20.3674,
32,0.566345,,-20.3138,
32,0.567157,,-20.2425,
32,0.565937,,-20.1518,
32,0.562712,,-20.0404,
32,0.557551,,-19.9073,
32,0.550565,,-19.7519,
32,0.541901,,-19.5745,
32,0.531742,,-19.3757,
32,0.520306,,-19.1571,
32,0.507836,,-18.9209,
32,0.494596,,-18.67,
32,0.480869,,-18.4079,
32,0.466948,,-18.1386,
32,0.453128,,-17.8665,
32,0.439702,,-17.596,
32,0.426955,,-17.3319,
32,0.415155,,-17.0786,
32,0.404547,,-16.8406,
32,0.39535,,-16.6222,
32,0.387754,,-16.4271,
32,0.38191,,-16.2588,
32,0.377935,,-16.12,
32,0.375905,,-16.0128,
32,0.375857,,-15.9383,
32,0.377791,,-15.8967,
32,0.381667,,-15.887,
32,0.387413,,-15.9076,
32,0.394924,,-15.9559,
32,0.404066,,-16.029,
32,0.414683,,-16.1236,
32,0.426596,,-16.2365,
32,0.439611,,-16.3646,
32,0.453517,,-16.5054,
32,0.468096,,-16.6567,
32,0.483119,,-16.8169,
32,0.49835,,-16.9847,
32,0.51355,,-17.1592,
32,0.528474,,-17.3396,
32,0.542879,,-17.525,
32,0.556518,,-17.7143,
32,0.569149,,-17.9058,
32,0.580534,,-18.0975,
32,0.590445,,-18.2862,
32,0.598668,,-18.4681,
32,0.605008,,-18.6387,
32,0.609295,,-18.7927,
32,0.611391,,-18.9243,
32,0.611198,,-19.0278,
32,0.608661,,-19.0976,
32,0.603775,,-19.1288,
32,0.596591,,-19.1176,
32,0.587217,,-19.0615,
32,0.575817,,-18.9598,
32,0.56261,,-18.8135,
32,0.54787,,-18.6254,
32,0.531913,,-18.4003,
32,0.515093,,-18.1443,
32,0.49779,,-17.8649,
32,0.4804,,-17.5706,
32,0.46332,,-17.2706,
32,0.446937,,-16.9743,
32,0.431614,,-16.6912,
32,0.417682,,-16.4304,
32,0.405424,,-16.2004,
32,0.395075,,-16.0088,
32,0.386807,,-15.8619,
32,0.380733,,-15.7649,
32,0.376902,,-15.7218,
32,0.375301,,-15.735,
32,0.375858,,-15.8059,
32,0.378448,,-15.9345,
32,0.382899,,-16.1199,
32,0.389001,,-16.3603,
32,0.396511,,-16.6532,
32,0.405168,,-16.9957,
32,0.414695,,-17.3848,
32,0.424813,,-17.8172,
32,0.435244,,-18.2898,
32,0.445719,,-18.7998,
32,0.455987,,-19.3441,
32,0.465813,,-19.9201,
32,0.474986,,-20.525,
32,0.483321,,-21.1555,
32,0.490659,,-21.8081,
32,0.496869,,-22.4783,
32,0.501844,,-23.1606,
32,0.505509,,-23.8483,
32,0.507811,,-24.5331,
32,0.508724,,-25.2056,
32,0.508244,,-25.8553,
32,0.506392,,-26.4707,
32,0.503206,,-27.0405,
32,0.498747,,-27.5536,
32,0.493091,,-28.0001,
32,0.48633,,-28.3719,
32,0.478567,,-28.6628,
32,0.469918,,-28.8693,
32,0.460507,,-28.9906,
32,0.45046,,-29.0286,
32,0.439909,,-28.9878,
32,0.428982,,-28.875,
32,0.417806,,-28.6989,
32,0.4065,,-28.4696,
32,0.395174,,-28.1984,
32,0.383929,,-27.8968,
32,0.372851,,-27.576,
32,0.362014,,-27.2468,
32,0.351476,,-26.9189,
32,0.341282,,-26.6007,
32,0.331459,,-26.2992,
32,0.322024,,-26.0197,
32,0.312976,,-25.7661,
32,0.304305,,-25.5408,
32,0.295991,,-25.345,
32,0.288001,,-25.1791,
32,0.280299,,-25.0423,
32,0.272841,,-24.9337,
32,0.265581,,-24.8517,
32,0.258471,,-24.7947,
32,0.251466,,-24.7611,
32,0.244522,,-24.7492,
32,0.2376,,-24.7578,
32,0.230671,,-24.7857,
32,0.22371,,-24.832,
32,0.216707,,-24.8958,
32,0.20966,,-24.9765,
32,0.202581,,-25.0735,
32,0.195493,,-25.1858,
32,0.188431,,-25.3126,
32,0.181441,,-25.4521,
32,0.174581,,-25.6026,
32,0.167914,,-25.7612,
32,0.16151,,-25.9245,
32,0.155443,,-26.0883,
32,0.149788,,-26.2476,
32,0.144616,,-26.3968,
32,0.139996,,-26.5297,
32,0.135986,,-26.64,
32,0.132638,,-26.7212,
32,0.12999,,-26.7675,
32,0.128067,,-26.7737,
32,0.126879,,-26.7356,
32,0.126424,,-26.6503,
32,0.126681,,-26.5164,
32,0.127617,,-26.3341,
32,0.129186,,-26.1049,
32,0.131329,,-25.832,
32,0.133975,,-25.5195,
32,0.137047,,-25.1728,
32,0.14046,,-24.7978,
32,0.144127,,-24.4008,
32,0.147958,,-23.9881,
32,0.151862,,-23.566,
32,0.155754,,-23.1403,
32,0.15955,,-22.7163,
32,0.163175,,-22.2983,
32,0.166562,,-21.8902,
32,0.169652,,-21.4949,
32,0.172395,,-21.1144,
32,0.174754,,-20.7499,
32,0.176704,,-20.4022,
32,0.178228,,-20.071,
32,0.179325,,-19.7555,
32,0.180002,,-19.4542,
32,0.180279,,-19.165,
32,0.180184,,-18.8849,
32,0.179756,,-18.6106,
32,0.179043,,-18.3379,
32,0.178097,,-18.0624,
32,0.176978,,-17.7795,
32,0.175747,,-17.4845,
32,0.174466,,-17.1728,
32,0.173196,,-16.8402,
32,0.171996,,-16.483,
32,0.170916,,-16.0982,
32,0.169997,,-15.6833,
32,0.169272,,-15.237,
32,0.168757,,-14.7582,
32,0.168455,,-14.2472,
32,0.168353,,-13.7045,
32,0.168422,,-13.1317,
32,0.168618,,-12.5311,
32,0.168881,,-11.9059,
32,0.16914,,-11.2597,
32,0.169313,,-10.5971,
32,0.169313,,-9.92326,
32,0.169049,,-9.24389,
32,0.168431,,-8.56523,
32,0.167377,,-7.89385,
32,0.165813,,-7.2365,
32,0.163677,,-6.59989,
32,0.160925,,-5.99049,
32,0.15753,,-5.41423,
32,0.153487,,-4.87632,
32,0.14881,,-4.381,
32,0.143532,,-3.93139,
32,0.137707,,-3.52943,
32,0.131405,,-3.17582,
32,0.124707,,-2.87015,
32,0.117708,,-2.61099,
32,0.110506,,-2.39608,
32,0.103205,,-2.22257,
32,0.0959058,,-2.08722,
32,0.0887064,,-1.98662,
32,0.0816971,,-1.91741,
32,0.0749585,,-1.87642,
32,0.0685602,,-1.86084,
32,0.0625593,,-1.86829,
32,0.057,,-1.8969,
32,0.0519139,,-1.94528,
32,0.0473206,,-2.01256,
32,0.0432287,,-2.09824,
32,0.0396373,,-2.20217,
32,0.0365379,,-2.3244,
32,0.0339157,,-2.46497,
32,0.0317519,,-2.62386,
32,0.0300249,,-2.8007,
32,0.0287122,,-2.99468,
32,0.0277914,,-3.20438,
32,0.0272414,,-3.42766,
32,0.0270432,,-3.66153,
32,0.0271801,,-3.90219,
32,0.0276382,,-4.14501,
32,0.0284061,,-4.38465,
32,0.0294743,,-4.61518,
32,0.0308347,,-4.83023,
32,0.0324799,,-5.02318,
32,0.0344018,,-5.18732,
32,0.0365905,,-5.31597,
32,0.0390335,,-5.40261,
32,0.0417143,,-5.44102,
32,0.0446115,,-5.42532,
32,0.047698,,-5.35016,
32,0.0509405,,-5.21082,
32,0.0542996,,-5.00338,
32,0.0577299,,-4.72492,
32,0.0611804,,-4.37367,
32,0.0645962,,-3.94923,
32,0.0679193,,-3.4527,
32,0.0710909,,-2.88679,
32,0.0740529,,-2.25587,
32,0.0767503,,-1.56587,
32,0.0791331,,-0.824144,
32,0.0811582,,-0.039174,
32,0.0827914,,0.779737,
32,0.0840082,,1.62287,
32,0.0847952,,2.48048,
32,0.0851504,,3.34321,
32,0.0850832,,4.20247,
32,0.0846136,,5.05073,
32,0.083772,,5.88175,
32,0.0825973,,6.69082,
32,0.0811355,,7.47477,
32,0.0794386,,8.23202,
32,0.0775618,,8.96246,
32,0.0755629,,9.66737,
32,0.0734995,,10.3491,
32,0.0714283,,11.0111,
32,0.0694033,,11.657,
32,0.0674746,,12.2912,
32,0.0656875,,12.9178,
32,0.0640817,,13.5404,
32,0.0626901,,14.1621,
32,0.0615393,,14.785,
32,0.0606481,,15.4104,
32,0.0600281,,16.0383,
32,0.0596832,,16.6675,
32,0.0596097,,17.2961,
33,0.0597964,,17.9211,
33,0.0602249,,18.5389,
33,0.0608701,,19.1453,
33,0.0617006,,19.7357,
33,0.0626794,,20.3056,
33,0.063765,,20.8503,
33,0.0649118,,21.3657,
33,0.0660719,,21.8479,
33,0.0671958,,22.2938,
33,0.0682336,,22.7009,
33,0.0691366,,23.0674,
33,0.0698587,,23.3926,
33,0.0703573,,23.6764,
33,0.0705948,,23.9195,
33,0.0705396,,24.1233,
33,0.0701675,,24.2896,
33,0.0694619,,24.4205,
33,0.0684149,,24.5184,
33,0.0670275,,24.5855,
33,0.0653094,,24.624,
33,0.0632793,,24.636,
33,0.0609637,,24.6229,
33,0.0583964,,24.5862,
33,0.0556177,,24.5267,
33,0.0526723,,24.4453,
33,0.0496085,,24.3423,
33,0.0464763,,24.2181,
33,0.0433257,,24.0729,
33,0.0402056,,23.9072,
33,0.0371615,,23.7215,
33,0.034235,,23.5165,
33,0.0314625,,23.2935,
33,0.028874,,23.0539,
33,0.0264932,,22.7995,
33,0.024337,,22.5326,
33,0.0224154,,22.2552,
33,0.020732,,21.9699,
33,0.0192844,,21.6789,
33,0.018065,,21.3848,
33,0.0170614,,21.0897,
33,0.0162575,,20.796,
33,0.0156346,,20.5059,
33,0.0151714,,20.2219,
33,0.0148456,,19.9463,
33,0.0146343,,19.6814,
33,0.0145145,,19.4297,
33,0.0144638,,19.1935,
33,0.0144609,,18.9746,
33,0.014486,,18.7747,
33,0.014521,,18.595,
33,0.01455,,18.436,
33,0.0145591,,18.298,
33,0.0145372,,18.1805,
33,0.0144757,,18.0826,
33,0.0143684,,18.0032,
33,0.0142122,,17.9408,
33,0.0140063,,17.8935,
33,0.0137525,,17.8596,
33,0.013455,,17.8372,
33,0.0131201,,17.8245,
33,0.0127559,,17.8196,
33,0.0123722,,17.8209,
33,0.0119796,,17.827,
33,0.0115895,,17.8365,
33,0.0112135,,17.8482,
33,0.0108632,,17.8614,
33,0.0105494,,17.8751,
33,0.0102818,,17.8888,
33,0.0100689,,17.902,
33,0.00991749,,17.9144,
33,0.00983256,,17.9256,
33,0.00981702,,17.9357,
33,0.00987175,,17.9446,
33,0.00999554,,17.9522,
33,0.0101852,,17.9585,
33,0.0104358,,17.9637,
33,0.0107406,,17.9679,
33,0.0110916,,17.9712,
33,0.0114796,,17.9736,
33,0.0118947,,17.9753,
33,0.0123265,,17.9765,
33,0.0127642,,17.9771,
33,0.0131973,,17.9774,
33,0.0136153,,17.9773,
33,0.0140087,,17.9771,
33,0.0143684,,17.9766,
33,0.0146865,,17.9761,
33,0.0149558,,17.9755,
33,0.0151707,,17.9749,
33,0.0153266,,17.9742,
33,0.0154201,,17.9736,
34,0.0298996,,15.0394,
34,0.0302295,,15.3062,
34,0.0306596,,15.6321,
34,0.0311811,,16.0212,
34,0.0317842,,16.4762,
34,0.0324581,,16.9986,
34,0.0331923,,17.5886,
34,0.0339771,,18.2445,
34,0.0348041,,18.9636,
34,0.0356671,,19.7412,
34,0.0365623,,20.5715,
34,0.0374891,,21.4474,
34,0.0384497,,22.3609,
34,0.0394495,,23.3031,
34,0.0404966,,24.2645,
34,0.0416016,,25.2352,
34,0.0427768,,26.2053,
34,0.0440355,,27.1649,
34,0.0453911,,28.1044,
34,0.0468563,,29.0146,
34,0.0484421,,29.8873,
34,0.0501566,,30.715,
34,0.0520047,,31.4912,
34,0.0539871,,32.211,
34,0.0561,,32.8707,
34,0.0583345,,33.4677,
34,0.0606772,,34.0013,
34,0.0631098,,34.4716,
34,0.0656097,,34.8799,
34,0.0681509,,35.2282,
34,0.0707046,,35.5192,
34,0.0732399,,35.7556,
34,0.0757256,,35.9398,
34,0.0781302,,36.0742,
34,0.0804241,,36.16,
34,0.0825798,,36.198,
34,0.0845731,,36.1877,
34,0.0863841,,36.1277,
34,0.0879973,,36.0155,
34,0.0894025,,35.8478,
34,0.0905947,,35.6203,
34,0.0915744,,35.3287,
34,0.092347,,34.9679,
34,0.0929226,,34.5335,
34,0.0933156,,34.0212,
34,0.0935438,,33.4277,
34,0.0936275,,32.751,
34,0.0935888,,31.9903,
34,0.0934508,,31.1468,
34,0.0932362,,30.2233,
34,0.0929673,,29.2244,
34,0.0926643,,28.1567,
34,0.0923453,,27.0284,
34,0.0920256,,25.8492,
34,0.0917176,,24.6302,
34,0.09143,,23.3836,
34,0.0911685,,22.1228,
34,0.0909356,,20.8617,
34,0.0907307,,19.6151,
34,0.0905509,,18.398,
34,0.090391,,17.2257,
34,0.0902443,,16.1132,
34,0.090103,,15.0755,
34,0.0899588,,14.1268,
34,0.089803,,13.2808,
34,0.0896276,,12.55,
34,0.0894251,,11.9457,
34,0.089189,,11.4781,
34,0.0889143,,11.1556,
34,0.0885972,,10.9847,
34,0.0882358,,10.9704,
34,0.08783,,11.1152,
34,0.0873812,,11.4195,
34,0.0868928,,11.8812,
34,0.0863699,,12.4953,
34,0.0858192,,13.2541,
34,0.0852488,,14.1468,
34,0.0846679,,15.1598,
34,0.0840868,,16.2766,
34,0.0835163,,17.4783,
34,0.0829675,,18.7443,
34,0.0824512,,20.0528,
34,0.0819782,,21.3818,
34,0.0815582,,22.7099,
34,0.0812002,,24.0169,
34,0.0809122,,25.2848,
34,0.0807009,,26.4981,
34,0.0805723,,27.6441,
34,0.0805312,,28.7132,
35,0.0805312,,28.7132,
35,0.0805822,,29.6985,
35,0.0807292,,30.5958,
