Sample,EIMMagnitude,EIMPhase,JointAngle,Mass,Time,RollingAverageMag,RollingAveragePhase
1,46.1384,10.2122,178.30000000059607,0,1700566322,48.987674,7.3387563
1,48.5838,14.0894,178.30000000029804,0,1700566322,48.987674,7.3387563
1,51.9992,13.714,178.30000000014903,0,1700566322,48.987674,7.3387563
1,54.3208,12.6094,178.30000000007453,0,1700566322,48.987674,7.3387563
1,51.1971,10.6365,178.30000000003727,0,1700566322,48.996588,7.3702792
1,42.5225,7.96988,178.30000000001866,0,1700566322,48.918756,7.375135899999999
1,41.1404,8.59816,178.30000000000933,0,1700566322,48.82710300000001,7.3081835
1,49.4047,10.1083,178.30000000000467,0,1700566322,48.86668100000001,7.322098100000001
1,55.1562,8.79603,178.30000000000234,0,1700566322,48.879061,7.3365793
1,52.9225,8.9838,178.3,0,1700566322,48.830979000000006,7.3614127
1,47.6111,11.3146,178.29500000000002,0,1700566322,48.741322999999994,7.4128803
1,45.3368,11.2503,178.29250000000002,0,1700566322,48.670327,7.4596727
1,47.5914,10.7608,178.29125,0,1700566322,48.668611,7.5050330999999995
1,51.8978,10.666,178.29062499999998,0,1700566322,48.757870999999994,7.554456300000001
1,53.0809,9.85486,178.29031249999997,0,1700566322,48.88873,7.5860389
1,48.8842,10.7941,178.29015625,0,1700566322,48.924228,7.6140957
1,46.3844,11.2351,178.29007812499998,0,1700566322,48.834754000000004,7.6292764
1,49.858,9.84726,178.2900390625,0,1700566322,48.758928999999995,7.6195580000000005
1,51.3406,9.40934,178.29001953124998,0,1700566322,48.746095999999994,7.618948399999999
1,46.3974,8.5221,178.29000976562497,0,1700566322,48.678392,7.6166085
1,41.5411,6.4222,178.29000488281247,0,1700566322,48.516987,7.585353799999999
1,42.1767,5.55902,178.29000244140622,0,1700566322,48.391994,7.551498799999999
1,44.9567,7.27631,178.29000122070312,0,1700566322,48.383237,7.5500815
1,46.0948,10.6021,178.29000061035157,0,1700566322,48.434974000000004,7.562129
1,45.8531,11.6416,178.2900003051758,0,1700566322,48.437221,7.54244
1,43.9119,9.39472,178.29000015258788,0,1700566322,48.340085,7.521446200000001
1,44.5055,7.99661,178.29000007629395,0,1700566322,48.2512,7.5560285
1,49.8313,9.65405,178.29000003814696,0,1700566322,48.24794,7.633606199999999
1,53.0467,12.0105,178.2900000190735,0,1700566322,48.261015,7.7084872
1,51.5353,10.3727,178.29000000953675,0,1700566322,48.261475,7.739736399999999
1,48.5352,5.84705,178.2900000047684,0,1700566322,48.276388000000004,7.728551200000001
1,48.398,4.6397,178.2900000023842,0,1700566322,48.32312700000001,7.717348499999999
1,51.1841,5.81298,178.29000000119208,0,1700566322,48.421278,7.724395100000001
1,50.975,6.72667,178.29000000059602,0,1700566322,48.537092,7.744706600000001
1,48.7045,7.83206,178.290000000298,0,1700566322,48.604045,7.7734762
1,47.9035,6.61046,178.290000000149,0,1700566322,48.59774600000001,7.7985470999999995
1,49.2371,4.34079,178.29000000007449,0,1700566322,48.564753,7.8215165
1,53.1199,5.68542,178.29000000003725,0,1700566322,48.59749300000001,7.8476342
1,52.432,9.65958,178.2900000000186,0,1700566322,48.668240000000004,7.8651823
1,47.104,11.6099,178.2900000000093,0,1700566322,48.69202799999999,7.882518
1,48.5266,10.0718,178.29000000000462,0,1700566322,48.723276,7.9154557
1,55.4209,8.87778,178.2900000000023,0,1700566322,48.797368,7.9604809
1,60.2482,9.78407,178.29000000000116,0,1700566322,48.88833399999999,8.0191895
1,59.7605,10.0602,178.2900000000006,0,1700566322,48.986566,8.0749906
1,54.2134,10.0574,178.29,0,1700566322,49.054978,8.112974900000001
1,50.1609,10.9845,178.3,0,1700566322,49.096692999999995,8.1618336
1,48.291,10.9844,178.305,0,1700566322,49.124697999999995,8.229830900000001
1,44.8563,9.5199,178.3075,0,1700566322,49.098352999999996,8.2916135
1,42.5496,8.24088,178.30875,0,1700566322,49.014654,8.3397238
1,41.8272,7.62526,178.309375,0,1700566322,48.919692000000005,8.3702928
1,40.6129,8.64444,178.3096875,0,1700566322,48.85204000000001,8.402768
1,42.5042,12.1355,178.30984375,0,1700566322,48.844092,8.4825877
1,47.3237,14.142,178.309921875,0,1700566322,48.89847199999999,8.5751374
1,47.7647,11.2383,178.3099609375,0,1700566322,48.934539,8.5877072
1,45.196,6.41848,178.30998046874998,0,1700566322,48.902909,8.522375
1,47.9743,4.54377,178.309990234375,0,1700566322,48.887432,8.4491037
1,54.2392,6.16642,178.3099951171875,0,1700566322,48.941917000000004,8.395763899999999
1,55.4236,7.871,178.30999755859375,0,1700566322,49.010304,8.3687939
1,52.6043,7.90427,178.30999877929688,0,1700566322,49.047715,8.3665612
1,50.8963,6.70162,178.30999938964845,0,1700566322,49.05552000000001,8.3611554
1,50.4723,6.42778,178.30999969482423,0,1700566322,49.08902199999999,8.343736
1,52.1286,8.42119,178.30999984741212,0,1700566322,49.205583,8.3321231
1,53.1737,8.07739,178.30999992370607,0,1700566322,49.314941,8.317258800000001
1,50.7799,4.20844,178.30999996185304,0,1700566322,49.29942,8.2806348
1,48.4855,1.92198,178.30999998092653,0,1700566322,49.194926,8.2397392
1,51.2056,2.07726,178.30999999046327,0,1700566322,49.117058,8.1940569
1,59.5716,2.69669,178.30999999523164,0,1700566322,49.15067,8.1152118
1,61.0625,3.74455,178.30999999761582,0,1700566322,49.224173,8.026774300000001
1,51.2086,5.05667,178.3099999988079,0,1700566322,49.20033899999999,7.955055
1,44.9643,6.02668,178.30999999940394,0,1700566322,49.121809000000006,7.892208800000001
1,44.7015,6.12264,178.30999999970197,0,1700566322,49.09138800000001,7.8583519
1,43.6211,4.74455,178.309999999851,0,1700566322,49.107198,7.862464
1,44.2232,3.75291,178.30999999992548,0,1700566322,49.136162000000006,7.8831097
1,47.3262,5.45372,178.30999999996274,0,1700566322,49.158781999999995,7.904866999999999
1,48.0986,7.55695,178.30999999998136,0,1700566322,49.167329,7.9098754
1,43.9629,7.45548,178.30999999999068,0,1700566322,49.14954900000001,7.901815
1,40.2951,7.02381,178.30999999999534,0,1700566322,49.08829299999999,7.9070183
1,45.3368,7.54642,178.30999999999767,0,1700566322,49.042007999999996,7.9314438
1,55.2156,6.70776,178.30999999999884,0,1700566322,49.088182,7.953053499999999
1,59.545,5.96539,178.31,0,1700566322,49.16549800000001,7.9623343
1,55.6047,8.23609,178.32999999999998,0,1700566322,49.162198,7.980804899999999
1,47.0055,9.49582,178.33999999999997,0,1700566322,49.083673000000005,7.9964788
1,43.8613,8.5669,178.34499999999997,0,1700566322,49.028234999999995,7.9702518
1,50.5897,9.17063,178.34749999999997,0,1700566322,49.059102,7.923315100000001
1,53.5289,11.3133,178.34875,0,1700566322,49.111249,7.9245510999999995
1,48.0062,13.6192,178.349375,0,1700566322,49.111312,8.0062728
1,47.2703,12.4589,178.34968750000002,0,1700566322,49.111892,8.0983436
1,52.9641,7.76618,178.34984375,0,1700566322,49.155722,8.1197532
1,54.8198,5.76255,178.349921875,0,1700566322,49.191155,8.1076951
1,51.0013,7.25971,178.3499609375,0,1700566322,49.203513,8.1242381
1,46.784,9.03545,178.34998046875,0,1700566322,49.223982,8.164522400000001
1,46.0314,9.22455,178.349990234375,0,1700566322,49.229834000000004,8.2068416
1,48.2012,8.49234,178.34999511718752,0,1700566322,49.200001,8.2503747
1,47.8689,8.26326,178.34999755859377,0,1700566322,49.15122,8.2994726
1,42.753,8.41168,178.34999877929687,0,1700566322,49.065647,8.353671599999998
1,38.4072,8.88107,178.34999938964842,0,1700566322,48.936574,8.4042683
1,40.3618,7.5508,178.3499996948242,0,1700566322,48.843386,8.4064815
1,47.3792,5.96904,178.3499998474121,0,1700566322,48.848493,8.3627459
1,53.1343,7.09162,178.34999992370604,0,1700566322,48.910166,8.3498845
1,52.7762,7.6322,178.34999996185303,0,1700566322,48.969359999999995,8.3622809
1,49.3151,7.82718,178.3499999809265,0,1700566322,49.001127000000004,8.338430699999998
1,47.7395,9.83124,178.34999999046323,0,1700566322,48.992684,8.2958491
1,47.9894,10.1966,178.3499999952316,0,1700566322,48.952586000000004,8.2606751
1,50.526,7.76338,178.34999999761578,0,1700566322,48.914638000000004,8.2122149
1,54.0108,7.45756,178.3499999988079,0,1700566322,48.942775000000005,8.1804255
1,53.6543,10.8615,178.34999999940396,0,1700566322,49.054093,8.209341700000001
1,51.7317,12.1982,178.349999999702,0,1700566322,49.160005999999996,8.2453421
1,51.6699,8.67115,178.34999999985098,0,1700566322,49.18265799999999,8.2309706
1,53.392,4.31391,178.3499999999255,0,1700566322,49.16501600000001,8.1861494
1,59.0488,3.4843,178.34999999996273,0,1700566322,49.226279,8.1311544
1,62.1992,6.70172,178.34999999998138,0,1700566322,49.37216,8.0850256
1,57.4112,10.7601,178.3499999999907,0,1700566322,49.49290400000001,8.0801236
1,54.3285,12.822,178.34999999999536,0,1700566322,49.560275000000004,8.1007356
1,54.4295,12.6102,178.3499999999977,0,1700566322,49.585592000000005,8.1201776
1,53.2362,10.6191,178.35,0,1700566322,49.58714499999999,8.12782
1,55.5628,7.0201,178.3,0,1700566322,49.653931,8.090079999999999
1,58.1078,3.56344,178.275,0,1700566322,49.771165,8.0133634
1,54.5687,3.38255,178.2625,0,1700566322,49.818272,7.9487163
1,49.6507,5.22898,178.25625,0,1700566322,49.801373000000005,7.9069127
1,49.4138,5.94493,178.253125,0,1700566322,49.831537,7.881141
1,54.1055,7.18689,178.2515625,0,1700566322,49.957181,7.8887879000000005
1,54.725,8.63097,178.25078125,0,1700566322,50.082664,7.9195074
1,48.1209,8.4858,178.250390625,0,1700566322,50.114306,7.931602300000001
1,45.6346,8.99553,178.2501953125,0,1700566322,50.109704,7.9155366
1,49.1435,9.61372,178.25009765625,0,1700566322,50.142608,7.8952577999999995
1,52.4377,9.70116,178.250048828125,0,1700566322,50.227866000000006,7.8983222
1,54.896,11.3499,178.2500244140625,0,1700566322,50.331770999999996,7.9318551
1,54.7278,11.8651,178.25001220703126,0,1700566322,50.380736000000006,7.9539656
1,52.8638,9.10363,178.25000610351563,0,1700566322,50.378907000000005,7.9248969
1,50.6302,6.90617,178.2500030517578,0,1700566322,50.369856,7.8902316
1,47.4666,6.08722,178.2500015258789,0,1700566322,50.35916999999999,7.8926333
1,44.9588,4.25102,178.25000076293946,0,1700566322,50.324777999999995,7.8887465
1,41.8174,4.14473,178.25000038146973,0,1700566322,50.231111,7.872064
1,42.3465,7.84344,178.25000019073485,0,1700566322,50.144825999999995,7.8832317
1,47.289,11.169,178.25000009536743,0,1700566322,50.130671,7.9166011
1,44.6654,10.8168,178.25000004768373,0,1700566322,50.09829,7.9586645
1,38.8528,7.88123,178.25000002384186,0,1700566322,49.994447,7.994068899999999
1,44.064,5.96683,178.25000001192092,0,1700566322,49.903887999999995,7.996883
1,54.6198,6.63272,178.25000000596046,0,1700566322,49.925765999999996,7.966614400000001
1,57.0535,6.87462,178.25000000298024,0,1700566322,50.025261,7.9192616
1,52.5594,6.52835,178.25000000149012,0,1700566322,50.065589,7.883827100000001
1,49.0278,8.61967,178.25000000074505,0,1700566322,50.001658,7.881246
1,46.9326,11.5192,178.25000000037252,0,1700566322,49.868502,7.8985973000000005
1,46.1948,11.4774,178.25000000018628,0,1700566322,49.732845,7.9127693
1,44.9697,9.24128,178.25000000009314,0,1700566322,49.64040800000001,7.904608099999999
1,40.3323,7.57971,178.25000000004655,0,1700566322,49.542122,7.8705602
1,40.423,7.40811,178.25000000002328,0,1700566322,49.46344200000001,7.8347973
1,47.8427,9.42735,178.25000000001165,0,1700566322,49.493306000000004,7.8338718
1,52.7382,10.5613,178.25000000000583,0,1700566322,49.595192,7.857076000000001
1,52.8309,7.31368,178.25,0,1700566322,49.705229,7.8539602
1,50.4298,6.70212,178.26,0,1700566322,49.803397999999994,7.834537
1,44.996,11.2956,178.265,0,1700566322,49.828316,7.826137999999999
1,44.6639,11.5911,178.26749999999998,0,1700566322,49.801718,7.800629
1,54.7307,7.61447,178.26875,0,1700566322,49.87137799999999,7.7643907
1,59.6359,6.1001,178.26937500000003,0,1700566322,50.015777,7.761206900000001
1,52.0901,6.95594,178.26968750000003,0,1700566322,50.056935,7.785328600000001
1,47.7975,9.81733,178.26984375,0,1700566322,49.992518,7.8218377
1,52.8407,12.4892,178.26992187500002,0,1700566322,49.966688999999995,7.8680197
1,58.6448,11.6577,178.2699609375,0,1700566322,50.027094,7.905554
1,57.9275,10.0604,178.26998046875002,0,1700566322,50.097406,7.9391418
1,50.6993,8.49324,178.26999023437503,0,1700566322,50.099676,7.9597964
1,46.3927,5.11466,178.26999511718753,0,1700566322,50.042317000000004,7.9267311
1,48.8014,2.1473,178.2699975585938,0,1700566322,49.998594000000004,7.8674302
1,50.1462,2.36447,178.26999877929688,0,1700566322,49.992257,7.8489905
1,48.0748,5.15741,178.26999938964843,0,1700566322,49.98815,7.881344799999999
1,50.6154,6.79253,178.2699996948242,0,1700566322,49.982248,7.9284975
1,57.4362,5.25532,178.26999984741212,0,1700566322,49.960893999999996,7.954083799999999
1,57.6812,4.39466,178.26999992370605,0,1700566322,49.927081,7.9605849
1,53.4589,7.06785,178.26999996185305,0,1700566322,49.949584,7.980696700000001
1,51.3099,11.8623,178.2699999809265,0,1700566322,50.013040000000004,8.0390529
1,47.9093,15.7723,178.26999999046325,0,1700566322,50.045117999999995,8.135549500000002
1,45.8362,13.9349,178.26999999523161,0,1700566322,50.067269,8.227453
1,47.2685,8.63968,178.2699999976158,0,1700566322,50.097722,8.2763207
1,47.608,7.32576,178.26999999880792,0,1700566322,50.10054,8.295041099999999
1,48.6513,7.53106,178.26999999940398,0,1700566322,50.106067,8.2947822
1,51.0769,7.44202,178.269999999702,0,1700566322,50.177206999999996,8.294647600000001
1,51.0218,12.2075,178.269999999851,0,1700566322,50.284474,8.3464845
1,49.8516,7.48421,178.26999999992552,0,1700566322,50.329622,8.3458624
1,47.2844,12.0385,178.26999999996275,0,1700566322,50.25031,8.3991698
1,45.5277,5.36274,178.2699999999814,0,1700566322,50.110136999999995,8.3931433
1,51.2022,5.71475,178.26999999999072,0,1700566322,50.066112,8.3679299
1,57.5469,8.29018,178.26999999999538,0,1700566322,50.17152599999999,8.3558735
1,56.931,7.7355,178.2699999999977,0,1700566322,50.302223000000005,8.3475595
1,54.38,6.65349,178.26999999999884,0,1700566322,50.340126,8.3223881
1,52.8112,6.96966,178.27,0,1700566322,50.332949,8.2789517
1,52.99,6.96151,178.35000000000002,0,1700566322,50.38278700000001,8.2123748
1,57.1605,6.41149,178.39000000000001,0,1700566322,50.481689,8.1519007
1,60.1034,5.51523,178.41000000000003,0,1700566322,50.553082,8.1293912
1,54.862,3.74334,178.42000000000002,0,1700566322,50.553504000000004,8.1091991
1,46.0327,4.51388,178.425,0,1700566322,50.503818,8.0817408
1,43.0808,9.36543,178.4275,0,1700566322,50.466786,8.0850406
1,45.6154,12.9544,178.42875,0,1700566322,50.462626,8.1223391
1,46.7896,11.8342,178.429375,0,1700566322,50.44851,8.1557577
1,45.7363,8.96674,178.4296875,0,1700566322,50.427184,8.1627925
1,44.3085,7.84673,178.42984375,0,1700566322,50.442739,8.157143000000001
1,45.0835,7.42167,178.429921875,0,1700566322,50.509502000000005,8.142549
1,52.3413,5.93999,178.4299609375,0,1700566322,50.629296999999994,8.1264409
1,59.3102,4.43493,178.42998046875,0,1700566322,50.748607,8.1110998
1,56.6835,3.20696,178.429990234375,0,1700566322,50.784099,8.072253199999999
1,51.4035,3.80458,178.4299951171875,0,1700566322,50.77037200000001,8.033977
1,50.6398,7.95814,178.42999755859375,0,1700566322,50.783619,8.035286600000001
1,49.1306,10.4643,178.42999877929688,0,1700566322,50.797529999999995,8.0416172
1,46.4805,8.07517,178.42999938964846,0,1700566322,50.782441,8.020402899999999
1,47.503,6.63778,178.42999969482423,0,1700566322,50.752210999999996,8.0091469
1,50.1939,9.02038,178.42999984741212,0,1700566322,50.714042,8.024775100000001
1,52.0826,10.2791,178.42999992370608,0,1700566322,50.698325,8.018951099999999
1,51.2146,8.53963,178.42999996185304,0,1700566322,50.69315400000001,7.9823654
1,47.7471,6.46503,178.42999998092654,0,1700566322,50.653926,7.9603042
1,47.3584,4.4377,178.42999999046327,0,1700566322,50.59358999999999,7.9615421
1,50.3722,3.20068,178.42999999523164,0,1700566322,50.506823999999995,7.9587059
1,51.563,4.81553,178.42999999761582,0,1700566322,50.400462,7.939843999999999
1,49.6008,6.83962,178.42999999880792,0,1700566322,50.322357999999994,7.9006392
1,47.5859,6.37653,178.42999999940395,0,1700566322,50.254932,7.836184499999999
1,48.2426,6.45421,178.42999999970198,0,1700566322,50.193063,7.774624599999999
1,51.1672,8.21653,178.429999999851,0,1700566322,50.17237300000001,7.7505989
1,53.9909,7.53406,178.42999999992549,0,1700566322,50.156653999999996,7.755738500000001
1,52.3765,4.48957,178.42999999996275,0,1700566322,50.099341,7.764999800000001
1,47.4511,3.08503,178.42999999998136,0,1700566322,50.028165,7.7620246
1,47.7265,4.32367,178.42999999999068,0,1700566322,50.008923,7.7529715
1,51.6074,6.34835,178.43,0,1700566322,50.030859,7.7570057
1,50.6936,6.95891,178.425,0,1700566322,49.99674,7.7547258999999995
1,48.2458,5.41778,178.4225,0,1700566322,49.931948000000006,7.722594
1,48.6916,3.60238,178.42125,0,1700566322,49.93765499999999,7.6737598
1,48.6755,3.129,178.42062499999997,0,1700566322,49.968064,7.6150945000000005
1,47.7452,4.38121,178.42031249999997,0,1700566322,49.954081,7.5627694
1,48.4084,8.67097,178.42015625,0,1700566322,49.913788000000004,7.552467499999999
1,49.9426,12.4267,178.42007812499997,0,1700566322,49.864254,7.563235499999999
1,50.372,10.5273,178.4200390625,0,1700566322,49.820696,7.549857500000001
1,48.8417,7.58092,178.42001953124998,0,1700566322,49.780474999999996,7.5346304
1,45.0252,7.63765,178.42000976562497,0,1700566322,49.724425000000004,7.5419452
1,42.0451,6.69419,178.42000488281246,0,1700566322,49.670210000000004,7.548014899999999
1,44.3519,4.02206,178.4200024414062,0,1700566322,49.664141,7.545725299999999
1,50.5731,3.40701,178.4200012207031,0,1700566322,49.751698,7.538348099999999
1,55.845,5.12447,178.42000061035156,0,1700566322,49.886683000000005,7.511158399999999
1,56.6646,6.96997,178.4200003051758,0,1700566322,49.980439,7.469168099999999
1,51.7214,9.37551,178.42000015258787,0,1700566322,50.050999000000004,7.454755200000001
1,44.9796,10.9316,178.42000007629395,0,1700566322,50.112267,7.4852589
1,43.5526,8.99323,178.42000003814695,0,1700566322,50.107153,7.5155229
1,47.2454,6.38113,178.42000001907348,0,1700566322,50.033409,7.513007
1,50.7826,5.22104,178.42000000953675,0,1700566322,49.97070000000001,7.496471199999999
1,52.3769,5.31591,178.42000000476838,0,1700566322,49.968875,7.4843468
1,51.4874,6.92501,178.4200000023842,0,1700566322,49.99347100000001,7.467400200000001
1,47.8409,7.10804,178.42000000119208,0,1700566322,50.002554,7.423288599999999
1,43.532,4.61434,178.42000000059602,0,1700566322,49.975926,7.354658
1,42.2141,4.85531,178.420000000298,0,1700566322,49.948370000000004,7.3107983
1,42.8372,9.1494,178.420000000149,0,1700566322,49.97341900000001,7.3264952
1,43.3408,9.61826,178.42000000007448,0,1700566322,50.002596999999994,7.348596699999999
1,46.4437,5.01374,178.42000000003725,0,1700566322,49.988606999999995,7.3044606
1,49.2189,2.29023,178.4200000000186,0,1700566322,49.953414,7.2217499
1,50.9111,3.56759,178.42000000000928,0,1700566322,49.934216,7.184289
1,55.7192,6.26012,178.42000000000462,0,1700566322,49.98711,7.179869
1,56.171,6.26827,178.4200000000023,0,1700566322,50.098859999999995,7.129595699999999
1,49.4725,3.9232,178.42000000000115,0,1700566322,50.14694600000001,7.052916700000001
1,46.1429,3.70753,178.42000000000058,0,1700566322,50.061068000000006,7.0138473
1,48.1039,5.83717,178.42,0,1700566322,49.945748,7.011217999999999
1,51.3465,7.91205,178.43,0,1700566322,49.938311999999996,7.0207790999999995
1,54.276,7.81437,178.435,0,1700566322,50.003097,7.0007495
1,53.2041,6.87853,178.4375,0,1700566322,50.006731,6.9446428000000004
1,47.0583,7.89899,178.43875,0,1700566322,49.890866,6.9070557
1,40.0592,8.398,178.43937499999998,0,1700566322,49.712182999999996,6.890431700000001
1,36.8657,8.22353,178.4396875,0,1700566322,49.57384700000001,6.8877346
1,37.7292,10.1285,178.43984375,0,1700566322,49.487212,6.937873000000001
1,39.6382,11.9615,178.43992187499998,0,1700566322,49.39558,7.036015
1,42.2541,10.8962,178.4399609375,0,1700566322,49.316659,7.121332299999999
1,44.192,7.54975,178.43998046874998,0,1700566322,49.277831,7.1452557
