"freq_1", "freq_2", "freq_3", "freq_4", "freq_5", "freq_6", "freq_7", "freq_8", "freq_9", "freq_10", "freq_11", "freq_12", "freq_13", "freq_14", "freq_15"
493.759,205.463,76.7625,88.52,68.423,43.9316,63.3175,47.1239,88.9916,44.9589,45.2116,45.618,43.8274,39.1262,36.8594
493.759,205.463,76.7625,88.52,68.423,43.9316,63.3175,47.1239,88.9916,44.9589,45.2116,45.618,43.8274,39.1262,36.8594
493.759,205.463,76.7625,88.52,68.423,43.9316,63.3175,47.1239,88.9916,44.9589,45.2116,45.618,43.8274,39.1262,36.8594
493.759,205.463,76.7625,88.52,68.423,43.9316,63.3175,47.1239,88.9916,44.9589,45.2116,45.618,43.8274,39.1262,36.8594
493.759,205.463,76.7625,88.52,68.423,43.9316,63.3175,47.1239,88.9916,44.9589,45.2116,45.618,43.8274,39.1262,36.8594
493.759,205.463,76.7625,88.52,68.423,43.9316,63.3175,47.1239,88.9916,44.9589,45.2116,45.618,43.8274,39.1262,36.8594
493.759,205.463,76.7625,88.52,68.423,43.9316,63.3175,47.1239,88.9916,44.9589,45.2116,45.618,43.8274,39.1262,36.8594
317.972,389.104,76.9416,89.8356,52.9973,66.2917,60.1147,48.5316,49.0732,46.5049,38.654,46.8944,46.0978,40.612,43.3268
364.094,259.935,77.254,77.3528,47.6495,50.9044,58.9093,51.9673,59.0625,52.4414,41.6784,45.9501,41.6704,42.4337,39.7737
204.177,193.059,47.2087,66.1592,60.8444,46.0846,58.0076,52.3845,55.4767,51.7761,48.2793,42.3915,47.9368,40.574,41.8714
232.013,327.555,80.7182,83.8446,48.028,66.978,59.9309,49.0011,52.554,50.8241,58.2438,44.3313,48.7116,41.6616,40.2339
117.872,191.282,66.6087,90.7183,49.8956,53.114,59.1153,48.9507,54.633,50.7217,54.5182,44.0443,38.9953,42.3021,40.381
24.8493,24.7898,28.8463,53.443,52.1327,42.5521,51.8926,52.0513,53.5488,52.8288,57.2623,44.1761,44.8077,40.9,40.1616
21.9116,75.4545,51.4409,70.4771,54.861,57.204,53.9305,52.1926,51.0011,47.2127,52.9435,44.9275,44.8791,41.0125,43.3802
637.842,126.814,141.147,38.125,65.7142,74.9544,45.4747,54.9931,45.5887,52.7928,56.221,43.7555,46.4831,44.5998,40.5409
682.442,205.11,409.687,29.3493,64.4422,57.7589,52.683,64.715,40.2579,34.7407,47.732,46.4189,44.1931,43.3636,38.5788
733.913,276.132,182.717,26.4196,130.13,53.781,52.8849,53.1225,53.9816,47.8161,44.2068,45.5268,43.1587,40.1206,39.7097
381.538,154.382,284.121,23.2627,77.3546,98.9321,45.996,59.1248,49.3591,42.4362,43.4393,43.2813,41.1398,44.1729,38.4479
427.532,149.87,225.007,24.9464,75.3398,58.1975,45.6426,58.4239,50.7367,48.9982,46.7251,45.9175,36.0683,42.2877,40.9194
115.417,169.699,222.464,39.5066,63.0103,56.0905,48.1384,59.6292,49.3545,42.4468,59.5246,44.1339,42.7978,42.5444,40.5536
580.576,57.9779,94.1112,50.4764,58.8246,75.7971,52.5783,51.9518,51.6143,45.3379,62.4926,43.2848,41.7708,42.3505,38.9496
47.8116,237.417,76.6042,80.5893,59.7201,58.8301,55.1919,53.4205,48.2112,49.7927,54.0432,45.9055,44.6703,43.283,39.7906
274.972,354.591,86.2044,80.595,49.7683,52.7964,61.0247,51.1817,51.1731,46.6834,47.7959,46.2053,44.0264,38.547,39.8217
370.67,184.472,76.5287,77.1552,57.5659,45.9684,61.9439,48.9654,47.9232,53.0185,49.372,44.0346,43.4647,42.892,40.3413
596.021,398.584,76.143,79.5695,46.1725,64.6332,62.9647,45.218,59.4151,66.7462,48.3556,43.2612,48.499,40.1708,39.397
592.32,237.26,84.1462,87.7876,38.7514,52.3193,50.8282,48.1301,42.2129,47.1958,48.8984,44.2357,41.2384,42.3032,41.6208
713.869,213.662,112.975,92.735,44.0328,40.6983,61.2393,49.1699,39.0429,52.4901,43.4338,43.5365,47.0067,41.543,42.5842
