"freq_1", "freq_2", "freq_3", "freq_4", "freq_5", "freq_6", "freq_7", "freq_8", "freq_9", "freq_10", "freq_11", "freq_12", "freq_13", "freq_14", "freq_15"
51.5361,180.139,369.129,561.216,537.452,287.15,103.165,57.3188,47.4013,41.301,34.0017,30.8103,28.5444,24.3732,21.9733
0.195824,0.808324,1.26747,1.49492,2.13828,2.26775,1.37392,0.819266,0.887344,1.01332,1.21881,1.36851,1.32729,1.23054,1.03327
0.209379,0.663424,0.835602,1.42074,2.96953,3.32295,2.01406,1.12828,0.999884,1.21716,1.55882,1.55967,1.38365,1.36724,1.39594
1.54062,7.63718,16.1828,25.2684,32.6474,27.3889,12.8869,5.02953,3.40039,2.57453,2.64768,2.874,3.08648,2.95556,2.31656
26.7901,81.4556,125.072,217.043,326.833,275.555,151.038,130.046,131.176,92.8837,96.1101,158.314,205.655,248.065,336.795
6.88312,26.8019,46.3075,50.5442,45.0821,40.6045,37.6885,33.9804,32.469,32.7378,30.914,28.9934,28.1609,26.6444,25.2763
33.8339,139.871,234,209.908,127.167,78.1498,56.1726,40.6982,34.0468,31.9313,29.0601,27.6775,27.1468,25.4854,24.4695
24.265,95.905,170.961,184.609,138.778,90.9458,71.7323,57.6044,37.6066,25.4297,19.5006,14.7717,13.6967,14.4578,13.2492
2.08672,11.0209,27.1605,41.6839,51.1324,54.9303,42.4378,23.5986,18.8448,17.2642,9.41019,4.22825,2.83639,2.4224,2.23813
4.4675,27.1643,85.3492,153.337,158.321,95.783,38.7473,14.3188,4.39249,1.94549,3.09921,3.32072,3.07552,3.6102,3.47061
5.03271,25.8081,72.5472,117.143,110.697,70.6308,42.8683,29.4269,18.6428,9.67433,6.17644,6.07236,4.92883,3.42425,1.8756
3.05703,11.9627,19.5417,18.4596,19.3561,31.9134,38.3335,27.2788,17.3829,15.5792,12.2863,8.34801,5.96281,3.41468,1.62751
2.1327,11.7738,31.49,53.1809,64.9062,62.9469,48.6473,29.8024,18.0042,13.0085,9.22055,5.93345,3.42215,2.22195,2.10071
245.903,1102.67,2204.39,2545.87,1926.9,1182.97,751.942,466.308,302.199,226.639,150.05,101.041,75.4372,51.6666,35.7815
10.0328,35.1773,50.5895,46.973,45.5278,47.1048,44.215,40.929,37.633,35.0003,33.2287,30.272,27.0935,24.672,23.3822
32.5807,122.092,206.006,217.595,162.405,89.3416,49.2695,40.6562,35.3873,31.9789,32.5204,30.6095,27.2704,25.8418,24.4056
97.3794,414.945,725.924,674.998,375.138,152.461,72.715,51.3637,38.5597,32.9985,35.1544,31.4182,25.554,25.1907,25.1341
144.369,559.554,973.379,1275.82,1501.19,1254.59,660.203,326.347,237.057,174.426,137.942,113.262,84.3445,58.5267,41.0021
0.101045,0.731253,1.62472,1.59647,0.878224,0.706107,1.14851,1.47914,1.15929,0.556237,0.382755,0.622894,0.846595,0.90423,0.92614
0.126161,0.80211,1.9769,2.53778,1.92963,1.12811,0.872668,0.834255,0.789918,0.851363,0.842782,0.617861,0.555672,0.809595,0.877084
0.0569222,0.412925,1.04085,1.28909,1.03958,0.873755,0.97341,1.10331,1.09314,1.1706,1.32172,1.13164,0.820888,0.704801,0.642092
0.0947782,0.41936,0.875055,1.26613,1.46239,1.2758,0.894516,0.872344,1.11473,1.02415,0.680313,0.534499,0.54195,0.6523,0.883039
0.13896,0.556645,0.877539,1.02701,1.40602,1.56152,1.22026,0.998281,1.04265,1.0595,1.0693,1.14298,1.01869,0.731195,0.685293
7.29178,29.0032,46.3246,87.3634,174.289,191.256,112.884,64.5803,64.7384,69.3726,67.0491,59.3922,74.7002,99.8692,106.092
8.2224,40.9192,91.1949,139.86,162.377,139.273,120.415,127.857,101.794,56.5658,47.3164,54.8867,61.883,83.0099,130.881
11.7034,46.4915,80.0712,80.4467,58.0898,43.1456,39.5993,36.1786,33.7102,32.9406,30.7657,29.0217,27.0622,24.8966,24.6479
26.2666,96.3712,149.285,131.813,89.0878,74.6868,68.9395,48.6951,34.9109,31.9582,28.1676,27.1856,27.8884,26.7904,25.0124
16.3044,112.275,260.212,297.242,209.376,124.847,81.5596,57.8443,37.6088,21.5763,18.8929,19.0324,15.7154,13.6711,13.0024
1.94195,10.7401,29.4223,45.5096,42.7393,30.4609,22.0649,15.1358,10.001,7.00519,4.68453,4.42565,4.14368,2.52938,1.25359
9.39125,37.8691,81.9149,114.808,101.234,61.5296,38.2136,26.2014,15.3495,9.66465,7.56537,6.6054,5.02291,3.16548,1.79423
2.02654,15.0674,66.1834,134.314,132.824,68.7223,25.7695,13.1741,8.90315,8.75522,6.48167,3.06585,1.93721,2.27057,2.37531
0.728708,6.70494,24.4053,44.3259,44.2907,27.8554,18.259,17.5367,14.6144,10.6126,10.1667,9.45045,5.60242,2.43345,1.82586
1.58064,15.2505,50.5872,81.0752,73.0856,45.1547,27.9581,20.8535,16.0843,11.2665,7.54801,5.71964,3.76671,2.30811,2.26087
228.029,1024.51,2056.07,2389.27,1844.14,1197.37,806.283,493.989,297.799,217.409,145.417,98.256,74.6986,52.3291,37.0559
