"freq_1", "freq_2", "freq_3", "freq_4", "freq_5", "freq_6", "freq_7", "freq_8", "freq_9", "freq_10", "freq_11", "freq_12", "freq_13", "freq_14", "freq_15"
51.6026,160.372,194.021,128.728,73.8115,53.6229,46.6625,44.2445,40.3563,37.345,35.1801,35.127,34.961,33.3833,32.1264
51.6026,160.372,194.021,128.728,73.8115,53.6229,46.6625,44.2445,40.3563,37.345,35.1801,35.127,34.961,33.3833,32.1264
51.6026,160.372,194.021,128.728,73.8115,53.6229,46.6625,44.2445,40.3563,37.345,35.1801,35.127,34.961,33.3833,32.1264
48.6278,153.068,187.914,125.662,71.0553,51.8594,46.2368,44.085,40.073,36.7603,34.6675,34.8706,34.7533,33.159,31.9658
57.2552,178.042,213.026,135.381,72.1487,50.8144,43.8896,42.3305,39.2614,36.6031,35.0473,35.4592,35.1246,33.2345,31.7896
51.0509,159.438,192.162,123.729,67.1065,47.93,42.0751,41.4476,39.275,36.7726,35.0818,35.4357,35.1628,33.1891,31.585
47.5097,148.918,182.038,121.678,68.8119,48.6203,42.17,41.263,38.9574,36.8382,35.4743,35.6095,34.9888,32.9609,31.3959
43.6664,137.128,168.334,113.854,66.0718,47.8409,41.8244,40.8949,38.7234,36.6322,35.3318,35.594,35.0394,32.9599,31.3606
40.5368,127.531,158.139,110.313,66.969,48.8862,41.9753,40.4478,38.4281,36.7024,35.5823,35.845,35.1704,33.0013,31.4012
37.4505,118.672,148.861,105.653,65.2523,48.7536,43.2,41.7395,38.9779,36.8743,35.9086,36.1934,35.3274,32.9759,31.3642
34.6486,110.083,139.196,100.738,63.8113,48.2408,42.9886,41.5845,38.994,37.0737,36.1042,36.2586,35.3026,32.9358,31.4043
32.1124,102.324,130.512,96.4818,62.7598,47.6761,42.3152,41.1239,38.8577,36.9938,36.1399,36.4264,35.4813,33.1205,31.5389
29.9342,96.8226,126.181,95.38,62.1196,46.9979,42.1838,41.3059,39.1205,37.0184,36.0049,36.2978,35.4668,33.2207,31.5986
34.0477,109.491,140.343,102.25,63.7877,47.4365,42.3204,41.5643,39.3245,37.0662,35.9142,36.0343,35.1924,33.0852,31.5205
34.2163,110.201,141.759,104.146,65.581,48.4122,42.415,41.3712,39.2326,37.2087,36.2477,36.199,35.0586,32.8768,31.3627
34.483,111.466,143.948,105.893,69.2945,49.7997,42.4482,41.3213,39.3425,37.3504,36.5172,36.4281,35.0714,32.8426,31.3845
33.3421,108.038,140.197,104.374,69.5399,50.5383,42.8248,41.4087,39.3577,37.2885,36.4092,36.2661,34.9491,32.8254,31.4007
32.5824,105.896,138.214,103.975,69.7387,50.6116,42.746,41.3475,39.3298,37.3033,36.4471,36.1804,34.8037,32.7544,31.3899
31.0801,101.17,132.431,100.24,67.9648,50.0156,42.505,41.1277,39.3114,37.3445,36.363,36.0543,34.7625,32.7732,31.4032
29.8016,97.3743,128.14,97.6964,66.7202,49.7787,42.9866,41.6269,39.4723,37.345,36.4338,36.1602,34.8011,32.7161,31.3285
28.9462,94.8439,125.399,96.2364,65.9614,49.4865,43.0055,41.5893,39.3887,37.3164,36.4177,36.1516,34.8068,32.693,31.2961
29.1593,96.1838,128.124,98.5091,66.439,49.235,42.7539,41.398,39.3722,37.3559,36.2758,35.8633,34.607,32.6567,31.3267
30.8302,100.896,132.508,99.6555,66.0827,49.1235,42.7805,41.4689,39.4654,37.4582,36.2902,35.7888,34.5496,32.6711,31.3778
31.009,101.609,133.447,99.9782,65.8043,49.0483,42.8819,41.5084,39.5121,37.6877,36.7239,36.1223,34.6136,32.643,31.3607
32.5304,105.98,137.955,102.072,66.366,49.1813,42.808,41.4212,39.4635,37.7407,36.7539,36.0757,34.5802,32.6446,31.3573
32.1204,104.731,136.452,100.962,65.456,48.5635,42.5612,41.3918,39.5528,37.9397,36.9784,36.2299,34.6629,32.6625,31.331
31.8826,104.039,135.734,100.648,65.318,48.4805,42.4239,41.1893,39.4099,37.8816,36.9011,36.1211,34.5814,32.5868,31.2474
31.3497,102.257,133.405,99.0958,64.6165,48.2834,42.4448,41.2076,39.3651,37.8206,36.8438,36.0738,34.551,32.5721,31.2552
30.8683,100.944,132.314,99.0506,64.9137,48.4454,42.4186,41.0812,39.2945,37.7957,36.804,36.026,34.5122,32.5446,31.2407
30.0852,98.5694,129.604,97.5374,64.3531,48.4105,42.6292,41.2558,39.357,37.796,36.8089,36.0499,34.5346,32.5414,31.2361
29.3214,96.159,126.802,96.0604,63.846,48.2254,42.6015,41.2484,39.3506,37.8063,36.7916,36.0066,34.4941,32.4991,31.1969
28.5403,93.6962,123.903,94.4925,63.3778,48.1223,42.5229,41.1564,39.3299,37.848,36.8726,36.0788,34.5362,32.5622,31.2802
27.7859,91.531,121.718,93.5787,63.148,48.1397,42.6648,41.2659,39.3806,37.8307,36.867,36.1353,34.5839,32.5534,31.2544
29.5813,97.4128,128.85,97.4128,64.0285,48.2445,42.6442,41.3001,39.4081,37.7659,36.7618,36.0397,34.5153,32.5194,31.2345
29.7148,98.0594,129.996,98.3374,64.3384,48.2812,42.5777,41.2259,39.3773,37.6856,36.644,35.9427,34.4488,32.5032,31.2402
29.9584,98.9588,131.296,99.275,64.9558,48.2885,42.4973,41.2658,39.3973,37.5889,36.5259,35.8561,34.4041,32.4915,31.2262
29.5362,97.7089,130.1,99.1431,65.3795,48.5135,42.4363,41.1925,39.3999,37.5976,36.5279,35.8604,34.4265,32.5355,31.2725
29.2256,96.9349,129.553,99.1645,65.4343,48.4562,42.3843,41.1855,39.422,37.6396,36.5832,35.908,34.4526,32.5281,31.2545
28.5793,94.894,127.06,97.6015,64.7848,48.3169,42.3806,41.1295,39.3683,37.5999,36.5182,35.8087,34.3808,32.5189,31.2615
27.9957,93.083,124.909,96.326,64.3037,48.251,42.4458,41.1701,39.378,37.5993,36.491,35.7056,34.2604,32.4589,31.2363
27.6042,91.9251,123.679,95.7156,63.9972,48.0878,42.4189,41.1491,39.3444,37.5846,36.4606,35.6372,34.1985,32.4402,31.2356
27.8376,93.475,126.911,98.4895,64.7805,48.0024,42.3487,41.0836,39.3098,37.5617,36.4278,35.6237,34.2042,32.4423,31.2344
28.8935,96.5308,129.98,99.6539,64.9053,48.0821,42.4009,41.1026,39.3095,37.5599,36.4114,35.6234,34.2212,32.4494,31.2404
29.9437,99.7228,133.596,101.652,65.6389,48.3279,42.4088,41.0887,39.329,37.6579,36.5444,35.7151,34.2586,32.4518,31.23
30.6105,102.046,136.683,103.521,66.0373,48.2676,42.348,41.0393,39.2996,37.6822,36.5646,35.6947,34.2324,32.4305,31.2163
30.6633,102.167,136.652,103.176,65.6235,48.1306,42.3873,41.0673,39.2956,37.6528,36.5021,35.6288,34.1944,32.4165,31.2049
30.5731,101.965,136.579,103.269,65.6569,48.1714,42.4195,41.0088,39.2118,37.5594,36.3804,35.5195,34.1335,32.4005,31.2008
30.3396,101.15,135.483,102.58,65.4395,48.1709,42.4951,41.0954,39.2608,37.5862,36.3871,35.4906,34.0916,32.3641,31.1721
29.9973,100.13,134.472,102.314,65.5397,48.2431,42.5348,41.1123,39.2578,37.5727,36.3598,35.4601,34.0704,32.3495,31.155
29.5943,98.9303,133.124,101.529,65.1651,48.1174,42.5334,41.124,39.28,37.5928,36.3931,35.5267,34.1395,32.392,31.1811
29.1486,97.4818,131.388,100.608,64.8956,48.0211,42.4958,41.1078,39.2695,37.5867,36.3909,35.548,34.1689,32.3997,31.1811
28.6658,95.9195,129.542,99.7225,64.7875,48.0425,42.4791,41.0938,39.2598,37.5698,36.3896,35.5819,34.2014,32.395,31.1725
28.1934,94.776,128.765,99.6957,64.7924,48.0053,42.5071,41.096,39.2505,37.5289,36.2966,35.5019,34.1954,32.4284,31.2066
28.8469,96.8004,131.144,101.138,65.4587,48.3114,42.5492,41.0611,39.2312,37.5177,36.2418,35.415,34.1496,32.4317,31.221
28.975,97.2188,131.667,101.539,65.7795,48.5307,42.5937,41.0831,39.285,37.5276,36.1778,35.2999,34.0662,32.4298,31.2492
30.2124,101.07,135.998,103.685,66.4667,48.912,42.7034,41.0985,39.3463,37.6187,36.2043,35.2382,34.0192,32.4241,31.2519
29.9565,100.317,135.311,103.702,66.8783,49.205,42.7441,41.049,39.3582,37.6915,36.3073,35.3276,34.0521,32.4246,31.2539
29.7651,99.8176,134.919,103.695,66.9751,49.2332,42.7356,41.0674,39.3819,37.6779,36.2858,35.306,34.0189,32.3922,31.2321
29.3272,98.4321,133.221,102.627,66.5275,49.1248,42.7575,41.075,39.3603,37.6359,36.2022,35.1888,33.9401,32.3801,31.242
28.9092,97.2052,131.877,101.881,66.2056,49.0289,42.7537,41.0626,39.3537,37.6311,36.1881,35.1451,33.8867,32.3621,31.2534
28.6002,96.2371,130.767,101.307,66.0177,48.9697,42.7275,41.0025,39.3002,37.6354,36.2443,35.2041,33.9022,32.3424,31.2286
28.6565,96.7464,131.945,102.356,66.2759,48.9041,42.7495,41.057,39.3327,37.7065,36.3993,35.3327,33.9252,32.3349,31.2375
29.821,100.142,135.366,103.606,66.334,48.9374,42.8357,41.1435,39.3637,37.7641,36.5566,35.5082,34.0044,32.3511,31.2525
30.0048,100.704,135.973,103.841,66.2894,48.8537,42.7394,41.0618,39.3319,37.7492,36.543,35.5137,34.008,32.3393,31.2402
31.3718,104.629,139.961,105.564,66.7463,49.0756,42.8563,41.1573,39.3489,37.6921,36.4599,35.4783,34.0183,32.3552,31.2472
31.2705,104.268,139.419,105.072,66.3752,48.9133,42.9466,41.3156,39.3863,37.6019,36.3138,35.3867,34.0132,32.3723,31.2531
31.2158,104.081,139.189,104.942,66.2854,48.7875,42.7978,41.2176,39.3786,37.7089,36.531,35.5673,34.0567,32.3625,31.2552
