[45.24],['1700567071']
[45.21],['1700567071']
[45.23],['1700567071']
[45.25],['1700567071']
[45.24],['1700567071']
[45.35],['1700567071']
[45.44],['1700567071']
[45.46],['1700567071']
[45.47],['1700567071']
[45.43],['1700567072']
[45.47],['1700567072']
[45.47],['1700567072']
[45.43],['1700567072']
[45.5],['1700567072']
[45.54],['1700567072']
[45.66],['1700567072']
[45.74],['1700567072']
[45.74],['1700567072']
[45.67],['1700567072']
[45.66],['1700567072']
[45.68],['1700567072']
[45.67],['1700567072']
[45.64],['1700567072']
[45.68],['1700567072']
[45.7],['1700567072']
[45.67],['1700567073']
[45.63],['1700567073']
[45.59],['1700567073']
[45.68],['1700567073']
[45.67],['1700567073']
[45.56],['1700567073']
[45.43],['1700567073']
[45.39],['1700567073']
[45.36],['1700567073']
[45.31],['1700567073']
[45.13],['1700567073']
[45.],['1700567073']
[45.02],['1700567073']
[45.29],['1700567073']
[45.14],['1700567074']
[45.1],['1700567074']
[44.88],['1700567074']
[44.78],['1700567074']
[44.65],['1700567074']
[44.66],['1700567074']
[44.51],['1700567074']
[44.51],['1700567074']
[44.53],['1700567074']
[44.62],['1700567074']
[44.75],['1700567074']
[44.81],['1700567074']
[44.82],['1700567074']
[45.06],['1700567074']
[45.12],['1700567074']
[45.15],['1700567074']
[45.08],['1700567075']
[45.11],['1700567075']
[45.31],['1700567075']
[45.34],['1700567075']
[45.36],['1700567075']
[45.4],['1700567075']
[45.48],['1700567075']
[45.42],['1700567075']
[45.43],['1700567075']
[45.43],['1700567075']
[45.43],['1700567075']
[45.41],['1700567075']
[45.45],['1700567075']
[45.39],['1700567075']
[45.31],['1700567075']
[45.36],['1700567076']
[45.38],['1700567076']
[45.42],['1700567076']
[45.44],['1700567076']
[45.39],['1700567076']
[45.37],['1700567076']
[45.25],['1700567076']
[45.18],['1700567076']
[45.19],['1700567076']
[45.13],['1700567076']
[45.15],['1700567076']
[45.11],['1700567076']
[45.12],['1700567076']
[45.18],['1700567076']
[45.13],['1700567076']
[45.16],['1700567077']
[45.14],['1700567077']
[45.03],['1700567077']
[44.98],['1700567077']
[44.98],['1700567077']
[44.96],['1700567077']
[44.98],['1700567077']
[44.94],['1700567077']
[44.93],['1700567077']
[44.89],['1700567077']
[44.84],['1700567077']
[44.87],['1700567077']
[44.89],['1700567077']
[44.91],['1700567077']
[44.96],['1700567077']
[44.92],['1700567078']
[44.95],['1700567078']
[44.92],['1700567078']
[44.96],['1700567078']
[45.07],['1700567078']
[45.06],['1700567078']
[45.16],['1700567078']
[45.23],['1700567078']
[45.31],['1700567078']
[45.45],['1700567078']
[45.47],['1700567078']
[45.7],['1700567078']
[45.7],['1700567078']
[45.65],['1700567078']
[45.6],['1700567078']
[45.59],['1700567079']
[45.64],['1700567079']
[45.62],['1700567079']
[45.64],['1700567079']
[45.56],['1700567079']
[45.49],['1700567079']
[45.53],['1700567079']
[45.5],['1700567079']
[45.4],['1700567079']
[45.35],['1700567079']
[45.33],['1700567079']
[45.26],['1700567079']
[45.19],['1700567079']
[45.15],['1700567079']
[45.12],['1700567079']
[45.18],['1700567080']
[45.16],['1700567080']
[45.14],['1700567080']
[45.08],['1700567080']
